,sample_code,station_no,site,seaweed,date,day,month,year,otu_id,abundance
3419,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
4489,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
5559,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
6629,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
7699,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
8769,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
9839,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_217,0.041405724
,,,,,,,,,,
10909,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_217,1.076898949
,,,,,,,,,,
11979,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_217,0.535760728
,,,,,,,,,,
13049,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
14119,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
15189,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
16259,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
17329,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
18399,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
19469,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
20539,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
21609,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
22679,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
23749,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0.480769231
,,,,,,,,,,
24819,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
25889,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
26959,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
28029,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
29099,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
30169,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
31239,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
32309,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
33379,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
34449,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
35519,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
36589,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
37659,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
38729,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_217,NA
,,,,,,,,,,
39799,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_217,NA
,,,,,,,,,,
40869,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_217,NA
,,,,,,,,,,
41939,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
43009,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
44079,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
45149,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
46219,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
47289,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
48359,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
49429,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
50499,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
51569,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
52639,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
53709,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
54779,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_217,0.047320478
,,,,,,,,,,
55849,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_217,0.250382529
,,,,,,,,,,
56919,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
57989,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
59059,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
60129,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_217,0
,,,,,,,,,,
61199,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
62269,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
63339,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
64409,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
65479,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
66549,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
67619,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
68689,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_217,0
,,,,,,,,,,
238,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
1308,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
2378,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
3448,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
4518,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
5588,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
6658,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
7728,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
8798,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
9868,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
10938,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
12008,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
13078,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
14148,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
15218,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
16288,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
17358,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
18428,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
19498,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
20568,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
21638,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
22708,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
23778,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
24848,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
25918,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
26988,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
28058,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
29128,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
30198,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
31268,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
32338,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
33408,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
34478,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
35548,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
36618,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
37688,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
38758,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_246,NA
,,,,,,,,,,
39828,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_246,NA
,,,,,,,,,,
40898,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_246,NA
,,,,,,,,,,
41968,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
43038,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
44108,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
45178,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
46248,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
47318,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
48388,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
49458,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
50528,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_246,0.051256407
,,,,,,,,,,
51598,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
52668,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
53738,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
54808,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
55878,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
56948,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
58018,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
59088,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
60158,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_246,0
,,,,,,,,,,
61228,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
62298,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
63368,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
64438,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
65508,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
66578,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
67648,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
68718,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_246,0
,,,,,,,,,,
240,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
1310,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
2380,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
3450,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
4520,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
5590,Pabay_10_4_22_3,3,Pabay,Alaria,10/04/2022,10,4,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
6660,Pabay_13_11_21_1,1,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
7730,Pabay_13_11_21_2,2,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
8800,Pabay_13_11_21_3,3,Pabay,Alaria,13/11/2021,13,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
9870,Pabay_14_1_22_1,1,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
10940,Pabay_14_1_22_2,2,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
12010,Pabay_14_1_22_3,3,Pabay,Alaria,14/01/2022,14,1,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
13080,Pabay_15_6_21_1,1,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
14150,Pabay_15_6_21_2,2,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
15220,Pabay_15_6_21_3,3,Pabay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
16290,Pabay_15_7_22_1,1,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
17360,Pabay_15_7_22_2,2,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
18430,Pabay_15_7_22_3,3,Pabay,Alaria,15/07/2022,15,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
19500,Pabay_16_9_21_1,1,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
20570,Pabay_16_9_21_2,2,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
21640,Pabay_16_9_21_3,3,Pabay,Alaria,16/09/2021,16,9,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
22710,Pabay_21_12_21_1,1,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
23780,Pabay_21_12_21_2,2,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
24850,Pabay_21_12_21_3,3,Pabay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
25920,Pabay_21_3_22_1,1,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
26990,Pabay_21_3_22_2,2,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
28060,Pabay_21_3_22_3,3,Pabay,Alaria,21/03/2022,21,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
29130,Pabay_22_5_22_1,1,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
30200,Pabay_22_5_22_2,2,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
31270,Pabay_22_5_22_3,3,Pabay,Alaria,22/05/2022,22,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
32340,Pabay_25_2_22_1,1,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
33410,Pabay_25_2_22_2,2,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
34480,Pabay_25_2_22_3,3,Pabay,Alaria,25/02/2022,25,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
35550,Pabay_29_11_21_1,1,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
36620,Pabay_29_11_21_2,2,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
37690,Pabay_29_11_21_3,3,Pabay,Alaria,29/11/2021,29,11,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
38760,Pabay_30_1_22_1,1,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_248,NA
,,,,,,,,,,
39830,Pabay_30_1_22_2,2,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_248,NA
,,,,,,,,,,
40900,Pabay_30_1_22_3,3,Pabay,Alaria,30/01/2022,30,1,2022,aglaophenia_tubulifera_248,NA
,,,,,,,,,,
41970,Pabay_30_10_21_1,1,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
43040,Pabay_30_10_21_2,2,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
44110,Pabay_30_10_21_3,3,Pabay,Alaria,30/10/2021,30,10,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
45180,Pabay_30_6_22_1,1,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
46250,Pabay_30_6_22_2,2,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_248,1.10367893
,,,,,,,,,,
47320,Pabay_30_6_22_3,3,Pabay,Alaria,30/06/2022,30,6,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
48390,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
49460,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
50530,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
51600,Pabay_7_5_22_1,1,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
52670,Pabay_7_5_22_2,2,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
53740,Pabay_7_5_22_3,3,Pabay,Alaria,07/05/2022,7,5,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
54810,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
55880,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
56950,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
58020,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
59090,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
60160,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,aglaophenia_tubulifera_248,0
,,,,,,,,,,
61230,Scalpay_15_6_21_1,1,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
62300,Scalpay_15_6_21_2,2,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
63370,Scalpay_15_6_21_3,3,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
64440,Scalpay_15_6_21_4,4,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
65510,Scalpay_15_6_21_5,5,Scalpay,Alaria,15/06/2021,15,6,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
66580,Scalpay_21_12_21_1,1,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
67650,Scalpay_21_12_21_2,2,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
68720,Scalpay_21_12_21_3,3,Scalpay,Alaria,21/12/2021,21,12,2021,aglaophenia_tubulifera_248,0
,,,,,,,,,,
45,Pabay_10_12_21_1,1,Pabay,Alaria,10/12/2021,10,12,2021,amicula_sp_isolate_gu52x_4_cf_cal_b7,0
,,,,,,,,,,
1115,Pabay_10_12_21_2,2,Pabay,Alaria,10/12/2021,10,12,2021,amicula_sp_isolate_gu52x_4_cf_cal_b7,0
,,,,,,,,,,
2185,Pabay_10_12_21_3,3,Pabay,Alaria,10/12/2021,10,12,2021,amicula_sp_isolate_gu52x_4_cf_cal_b7,0
,,,,,,,,,,
3255,Pabay_10_4_22_1,1,Pabay,Alaria,10/04/2022,10,4,2022,amicula_sp_isolate_gu52x_4_cf_cal_b7,0
,,,,,,,,,,
4325,Pabay_10_4_22_2,2,Pabay,Alaria,10/04/2022,10,4,2022,amicula_sp_isolate_gu52x_4_cf_cal_b7,0
,,,,,,,,,,
