,sample_code,station_no,site,seaweed,date,day,month,year,parsed_date,species_id,measurement_value,measurement_type,measurement_origin,y_axis,station,sample_order
455,Pabay_30_7_22_1,1,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-07-30_1
456,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-07-30_1
457,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-07-30_1
458,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-07-30_1
459,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-07-30_1
460,Pabay_30_7_22_1,1,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-07-30_1
461,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-07-30_2
462,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-07-30_2
463,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-07-30_2
464,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-07-30_2
465,Pabay_30_7_22_2,2,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-07-30_2
466,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-07-30_2
467,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-07-30_2
468,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-07-30_2
469,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-07-30_2
470,Pabay_30_7_22_2,2,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-07-30_2
471,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-07-30_3
472,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-07-30_3
473,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-07-30_3
474,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-07-30_3
475,Pabay_30_7_22_3,3,Pabay,Alaria,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-07-30_3
476,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-07-30_3
477,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-07-30_3
478,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-07-30_3
479,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-07-30_3
480,Pabay_30_7_22_3,3,Pabay,Saccharina,30/07/2022,30,7,2022,30/07/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-07-30_3
486,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-05-07_1
487,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-05-07_1
488,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-05-07_1
489,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-05-07_1
490,Pabay_7_5_22_1,1,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-05-07_1
496,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-05-07_2
497,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-05-07_2
498,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-05-07_2
499,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-05-07_2
500,Pabay_7_5_22_2,2,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-05-07_2
506,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-05-07_3
507,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-05-07_3
508,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-05-07_3
509,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-05-07_3
510,Pabay_7_5_22_3,3,Pabay,Saccharina,07/05/2022,7,5,2022,07/05/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-05-07_3
511,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-02-08_1
512,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-02-08_1
513,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-02-08_1
514,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-02-08_1
515,Pabay_8_2_22_1,1,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-02-08_1
516,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-02-08_1
517,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-02-08_1
518,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-02-08_1
519,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-02-08_1
520,Pabay_8_2_22_1,1,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-02-08_1
521,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-02-08_2
522,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-02-08_2
523,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-02-08_2
524,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-02-08_2
525,Pabay_8_2_22_2,2,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-02-08_2
526,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-02-08_2
527,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-02-08_2
528,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-02-08_2
529,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-02-08_2
530,Pabay_8_2_22_2,2,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-02-08_2
531,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-02-08_3
532,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-02-08_3
533,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-02-08_3
534,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-02-08_3
535,Pabay_8_2_22_3,3,Pabay,Saccharina,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-02-08_3
536,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-02-08_3
537,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-02-08_3
538,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-02-08_3
539,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-02-08_3
540,Pabay_8_2_22_3,3,Pabay,Alaria,08/02/2022,8,2,2022,08/02/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-02-08_3
546,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,1,2022-03-08_1
547,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,1,2022-03-08_1
548,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,1,2022-03-08_1
549,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,1,2022-03-08_1
550,Pabay_8_3_22_1,1,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,1,2022-03-08_1
556,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,2,2022-03-08_2
557,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,2,2022-03-08_2
558,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,2,2022-03-08_2
559,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,2,2022-03-08_2
560,Pabay_8_3_22_2,2,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,2,2022-03-08_2
566,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,mytilus_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Mytilus Blade Ab - Ala,3,2022-03-08_3
567,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,ostrea_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Ostrea Blade Ab - Ala,3,2022-03-08_3
568,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,pecten_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Pecten Blade Ab - Ala,3,2022-03-08_3
569,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,scallop_brown_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Scallop Blade Ab - Ala,3,2022-03-08_3
570,Pabay_8_3_22_3,3,Pabay,Alaria,08/03/2022,8,3,2022,08/03/2022,bivalve_ala_p_cm,NA,blade,Blade Abundance – Alaria (ind/cm²),Bivalvia Blade Ab - Ala,3,2022-03-08_3
