rank,tag_no_x,tag_color,seaweed_id,age,rock_no_x,epibiont_sampling_date,blade_length,notes,blade_side,blade_zone,blade_no,species,colony_length_max,colony_area,species_count,set_date,origin,biofouling_removed_14_5_25,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
171,2,Red,AR2,adult,NA,04/06/2025,110,,y,middle,NA,Pilosa,1,0.523598776,1,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
172,2,Red,AR2,adult,NA,04/06/2025,110,,y,tip,NA,Pilosa,1.5,1.178097245,1,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
173,2,Red,AR2,adult,NA,04/06/2025,110,,y,middle,NA,Spirobranchus,0.5,NA,1,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
174,2,Red,AR2,adult,NA,12/06/2025,110,,x,base,NA,Hydrozoa,0.8,NA,2,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
175,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Hydrozoa,2.5,NA,2,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
176,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Membranipora,2.5,4.908738521,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
177,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
178,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
179,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
180,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
181,2,Red,AR2,adult,NA,12/06/2025,110,1 x seasquirt,x,tip,NA,Membranipora,2,3.141592654,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
182,2,Red,AR2,adult,NA,12/06/2025,110,,x,tip,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
183,2,Red,AR2,adult,NA,12/06/2025,110,,x,tip,NA,Membranipora,0.6,0.282743339,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
184,2,Red,AR2,adult,NA,12/06/2025,110,,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
185,2,Red,AR2,adult,NA,12/06/2025,110,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
186,2,Red,AR2,adult,NA,12/06/2025,110,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
187,2,Red,AR2,adult,NA,12/06/2025,110,,y,base,NA,Membranipora,0.6,0.282743339,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
188,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,2.5,4.908738521,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
189,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,2,3.141592654,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
190,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
191,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,1.5,1.767145868,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
192,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
193,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
194,2,Red,AR2,adult,NA,12/06/2025,110,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
195,2,Red,AR2,adult,NA,12/06/2025,110,,y,tip,NA,Membranipora,0.6,0.282743339,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
196,2,Red,AR2,adult,NA,12/06/2025,110,,y,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
197,2,Red,AR2,adult,NA,12/06/2025,110,,y,tip,NA,Membranipora,0.8,0.502654825,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
198,2,Red,AR2,adult,NA,12/06/2025,110,,x,base,NA,Pilosa,0.8,0.335103216,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
199,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Pilosa,1,0.523598776,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
200,2,Red,AR2,adult,NA,12/06/2025,110,,t,middle,NA,Pilosa,1.3,0.884881931,,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
201,2,Red,AR2,adult,NA,12/06/2025,110,,x,base,NA,Spirobranchus,0.8,NA,3,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
202,2,Red,AR2,adult,NA,12/06/2025,110,,x,middle,NA,Spirobranchus,2.5,NA,4,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
203,2,Red,AR2,adult,NA,12/06/2025,110,,y,tip,NA,Spirobranchus,0.6,NA,3,27_4_2025,FSC slip,,4,2,7,Low,P,2,128
204,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,x,base,NA,Membranipora,0.1,0.007853982,8,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
205,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
206,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
207,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,x,tip,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
208,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,x,tip,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
209,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,base,NA,Membranipora,0.8,0.502654825,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
210,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
211,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
212,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,middle,NA,Membranipora,0.2,0.031415927,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
213,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,middle,NA,Pilosa,1.1,0.633554518,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
214,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,base,NA,Spirobranchus,0.8,NA,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
215,3,Red,AR3,adult,NA,04/06/2025,80,tag detached_90,y,middle,NA,Spirobranchus,0.2,NA,5,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
216,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,middle,NA,Hydrozoa,0.7,NA,16,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
217,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,middle,NA,Hydrozoa,0.6,NA,5,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
218,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,tip,NA,Hydrozoa,0.5,NA,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
219,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
220,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
221,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
222,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
223,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
224,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,middle,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
225,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
226,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
227,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
228,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
229,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
230,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
231,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,middle,NA,Membranipora,0.6,0.282743339,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
232,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,tip,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
233,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,middle,NA,Pilosa,0.7,0.2565634,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
234,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,tip,NA,Pilosa,1.2,0.753982237,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
235,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,base,NA,Pilosa,0.4,0.083775804,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
236,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,base,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
237,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,tip,NA,Pilosa,0.3,0.04712389,,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
238,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,x,base,NA,Spirobranchus,0.2,NA,2,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
239,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,base,NA,Spirobranchus,0.4,NA,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
240,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,middle,NA,Spirobranchus,0.6,NA,4,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
241,3,Red,AR3,adult,NA,12/06/2025,80,tag detached95,y,tip,NA,Spirobranchus,0.5,NA,1,27_4_2025,FSC slip,,2,3,5,Low,C,13,144
242,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,tip,NA,Hydrozoa,1.5,NA,3,27_4_2025,FSC slip,,1,2,4,High,P,21,124
243,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,base,NA,Membranipora,0.2,0.031415927,2,27_4_2025,FSC slip,,1,2,4,High,P,21,124
244,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,base,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
245,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,middle,NA,Membranipora,1,0.785398163,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
246,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,middle,NA,Membranipora,0.2,0.031415927,2,27_4_2025,FSC slip,,1,2,4,High,P,21,124
247,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
248,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,tip,NA,Membranipora,1.5,1.767145868,4,27_4_2025,FSC slip,,1,2,4,High,P,21,124
249,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,tip,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
250,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,tip,NA,Membranipora,1.5,1.767145868,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
251,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,y,tip,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
252,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,middle,NA,Pilosa,1,0.523598776,2,27_4_2025,FSC slip,,1,2,4,High,P,21,124
253,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,middle,NA,Pilosa,0.5,0.130899694,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
254,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,tip,NA,Pilosa,1.5,1.178097245,3,27_4_2025,FSC slip,,1,2,4,High,P,21,124
255,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,tip,NA,Pilosa,1,0.523598776,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
256,3,White,AW3,adult,NA,04/06/2025,162,tag detached120,x,tip,NA,Pilosa,1.3,0.884881931,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
257,3,White,AW3,adult,NA,04/06/2025,162,tag detached,x,tip,NA,Spirobranchus,1.5,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
258,3,White,AW3,adult,NA,02/07/2025,162,,x,middle,NA,Hydrozoa,,NA,6,27_4_2025,FSC slip,,1,2,4,High,P,21,124
259,3,White,AW3,adult,NA,02/07/2025,162,,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
260,3,White,AW3,adult,NA,02/07/2025,162,,x,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
261,3,White,AW3,adult,NA,02/07/2025,162,,x,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
262,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
263,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
264,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
265,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
266,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
267,3,White,AW3,adult,NA,02/07/2025,162,,y,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
268,3,White,AW3,adult,NA,02/07/2025,162,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
269,3,White,AW3,adult,NA,02/07/2025,162,,x,middle,NA,Pilosa,2.5,3.272492347,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
270,3,White,AW3,adult,NA,02/07/2025,162,,x,base,NA,Spirobranchus,,NA,11,27_4_2025,FSC slip,,1,2,4,High,P,21,124
271,3,White,AW3,adult,NA,02/07/2025,162,,y,base,NA,Spirobranchus,,NA,9,27_4_2025,FSC slip,,1,2,4,High,P,21,124
272,3,White,AW3,adult,NA,02/07/2025,162,,y,middle,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
273,3,White,AW3,adult,NA,12/06/2025,162,,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
274,3,White,AW3,adult,NA,12/06/2025,162,,x,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
275,3,White,AW3,adult,NA,12/06/2025,162,,x,middle,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
276,3,White,AW3,adult,NA,12/06/2025,162,,x,tip,NA,Membranipora,1.5,1.767145868,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
277,3,White,AW3,adult,NA,12/06/2025,162,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
278,3,White,AW3,adult,NA,12/06/2025,162,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
279,3,White,AW3,adult,NA,12/06/2025,162,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
280,3,White,AW3,adult,NA,12/06/2025,162,,y,middle,NA,Pilosa,1.5,1.178097245,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
281,3,White,AW3,adult,NA,12/06/2025,162,,y,middle,NA,Pilosa,1.2,0.753982237,,27_4_2025,FSC slip,,1,2,4,High,P,21,124
282,3,White,AW3,adult,NA,12/06/2025,162,,x,base,NA,Spirobranchus,0.1,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
283,3,White,AW3,adult,NA,12/06/2025,162,,x,middle,NA,Spirobranchus,1,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
284,3,White,AW3,adult,NA,12/06/2025,162,,x,tip,NA,Spirobranchus,1.5,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
285,3,White,AW3,adult,NA,12/06/2025,162,,y,base,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,1,2,4,High,P,21,124
286,3,White,AW3,adult,NA,12/06/2025,162,,y,tip,NA,Spirobranchus,,NA,3,27_4_2025,FSC slip,,1,2,4,High,P,21,124
287,4,Red,AR4,adult,NA,04/06/2025,81,,x,middle,NA,Membranipora,2,3.141592654,1,27_4_2025,FSC slip,,2,2,7,Low,P,18,130
288,4,Red,AR4,adult,NA,04/06/2025,81,,x,tip,NA,Membranipora,1.5,1.767145868,1,27_4_2025,FSC slip,,2,2,7,Low,P,18,130
289,4,Red,AR4,adult,NA,04/06/2025,81,,y,base,NA,Membranipora,1,0.785398163,1,27_4_2025,FSC slip,,2,2,7,Low,P,18,130
290,4,Red,AR4,adult,NA,04/06/2025,81,,y,middle,NA,Membranipora,,0,1,27_4_2025,FSC slip,,2,2,7,Low,P,18,130
291,4,Red,AR4,adult,NA,04/06/2025,81,,y,middle,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,2,7,Low,P,18,130
292,5,Red,AR5,adult,NA,04/06/2025,64,,x,base,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,3,6,High,C,14,148
293,5,Red,AR5,adult,NA,04/06/2025,64,,x,middle,NA,Membranipora,4,NA,2,27_4_2025,FSC slip,,2,3,6,High,C,14,148
294,5,Red,AR5,adult,NA,04/06/2025,64,,x,middle,NA,Membranipora,4,NA,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
295,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Membranipora,4,NA,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
296,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Membranipora,2,NA,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
297,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Membranipora,1,NA,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
298,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Membranipora,4,NA,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
299,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Hydrozoa,4,NA,2,27_4_2025,FSC slip,,2,3,6,High,C,14,148
300,5,Red,AR5,adult,NA,12/06/2025,64,,x,base,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,3,6,High,C,14,148
301,5,Red,AR5,adult,NA,12/06/2025,64,,x,middle,NA,Spirobranchus,4,NA,1,27_4_2025,FSC slip,,2,3,6,High,C,14,148
302,5,Red,AR5,adult,NA,12/06/2025,64,,y,middle,NA,Pilosa,3,4.71238898,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
303,5,Red,AR5,adult,NA,12/06/2025,64,,y,tip,NA,Spirobranchus,,NA,1,27_4_2025,FSC slip,,2,3,6,High,C,14,148
304,5,Red,AR5,adult,NA,12/06/2025,64,,y,tip,NA,Hydrozoa,3,NA,4,27_4_2025,FSC slip,,2,3,6,High,C,14,148
305,5,Red,AR5,adult,NA,12/06/2025,64,,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
306,5,Red,AR5,adult,NA,12/06/2025,64,,y,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
307,5,Red,AR5,adult,NA,12/06/2025,64,,y,middle,NA,Pilosa,1,0.523598776,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
308,5,Red,AR5,adult,NA,12/06/2025,64,,y,tip,NA,Pilosa,3,4.71238898,,27_4_2025,FSC slip,,2,3,6,High,C,14,148
309,5,Red,AR5,adult,NA,12/06/2025,64,,y,tip,NA,Spirobranchus,3,NA,1,27_4_2025,FSC slip,,2,3,6,High,C,14,148
310,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,y,middle,NA,Hydrozoa,1.2,NA,1,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
311,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,x,middle,NA,Membranipora,0.4,0.125663706,2,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
312,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,x,middle,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
313,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,x,tip,NA,Membranipora,0.4,0.125663706,2,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
314,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,x,tip,NA,Membranipora,0.2,0.031415927,,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
315,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,y,middle,NA,Membranipora,1.2,1.130973355,2,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
316,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,y,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
317,5,White,AW5,adult,NA,04/06/2025,163,tag detached_140,y,tip,NA,Membranipora,1,0.785398163,1,27_4_2025,FSC slip,,2,2,3,Low,P,12,125
318,6,White,AW6,adult,NA,02/07/2025,180,,x,base,NA,Hydrozoa,,NA,6,27_4_2025,FSC slip,,2,1,4,High,N,16,101
319,6,White,AW6,adult,NA,02/07/2025,180,,x,middle,NA,Hydrozoa,,NA,7,27_4_2025,FSC slip,,2,1,4,High,N,16,101
320,6,White,AW6,adult,NA,02/07/2025,180,,y,middle,NA,Hydrozoa,,NA,14,27_4_2025,FSC slip,,2,1,4,High,N,16,101
321,6,White,AW6,adult,NA,02/07/2025,180,,x,base,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
322,6,White,AW6,adult,NA,02/07/2025,180,,x,middle,NA,Membranipora,0.5,0.196349541,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
323,6,White,AW6,adult,NA,02/07/2025,180,,x,middle,NA,Membranipora,0.3,0.070685835,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
324,6,White,AW6,adult,NA,02/07/2025,180,,x,middle,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
325,6,White,AW6,adult,NA,02/07/2025,180,,y,base,NA,Membranipora,0.4,0.125663706,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
326,6,White,AW6,adult,NA,02/07/2025,180,,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
327,6,White,AW6,adult,NA,02/07/2025,180,,y,base,NA,Membranipora,0.1,0.007853982,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
328,6,White,AW6,adult,NA,02/07/2025,180,,y,middle,NA,Membranipora,2.5,4.908738521,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
329,6,White,AW6,adult,NA,02/07/2025,180,,y,tip,NA,Membranipora,3,7.068583471,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
330,6,White,AW6,adult,NA,02/07/2025,180,,y,tip,NA,Membranipora,1,0.785398163,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
331,6,White,AW6,adult,NA,02/07/2025,180,,y,tip,NA,Membranipora,0.8,0.502654825,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
332,6,White,AW6,adult,NA,02/07/2025,180,,x,middle,NA,Pilosa,1,0.523598776,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
333,6,White,AW6,adult,NA,02/07/2025,180,,x,tip,NA,Pilosa,0.4,0.083775804,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
334,6,White,AW6,adult,NA,02/07/2025,180,,y,middle,NA,Pilosa,1.5,1.178097245,,27_4_2025,FSC slip,,2,1,4,High,N,16,101
335,6,White,AW6,adult,NA,02/07/2025,180,,x,base,NA,Spirobranchus,,NA,6,27_4_2025,FSC slip,,2,1,4,High,N,16,101
336,6,White,AW6,adult,NA,02/07/2025,180,,y,base,NA,Spirobranchus,,NA,9,27_4_2025,FSC slip,,2,1,4,High,N,16,101
337,6,White,AW6,adult,NA,02/07/2025,180,,y,middle,NA,Spirobranchus,,NA,8,27_4_2025,FSC slip,,2,1,4,High,N,16,101
338,6,White,AW6,adult,NA,02/07/2025,180,,y,tip,NA,Spirobranchus,,NA,2,27_4_2025,FSC slip,,2,1,4,High,N,16,101
339,6,White,AW6,adult,NA,04/06/2025,180,,y,tip,NA,Hydrozoa,0.2,NA,3,27_4_2025,FSC slip,,2,1,4,High,N,16,101
340,6,White,AW6,adult,NA,04/06/2025,180,,y,tip,NA,Membranipora,0.2,0.031415927,1,27_4_2025,FSC slip,,2,1,4,High,N,16,101
