"","age","biofouling_removed_14_5_25.x","biofouling_removed_14_5_25.y","blade_length_in_experiment","blade_length_pre_experiment.x","blade_length_pre_experiment.y","blade_side","blade_zone","bryozoan_colony_area","bryozoan_colony_length_max","date.x","date.y","epibiont_sampling","hydrozoan_counts","initial_tank.x","initial_tank.y","main_experiment_tank.x","main_experiment_tank.y","no_blades","no_young_blades_per_rock","notes","nutrient_treatment.x","nutrient_treatment.y","nutrient_treatment_tank.x","nutrient_treatment_tank.y","origin.x","origin.y","origin_kelp.x","origin_kelp.y","rank","rank_of_blade_on_rock","rock_no","rock_number.x","rock_number.y","seaweed_id","species","spirobranchus_counts","swab_after_enrichment_16_5","swab_after_ernichment_16_5","swab_prior_enrichment.x","swab_prior_enrichment.y","tag_color.x","tag_color.y","tag_colour","tag_no_x","tag_no_y","tank","turbulence.x","turbulence.y"
"82","","","","65",62,NA,"","",0.785398163,"1","12_5_2025","","04/06/2025","",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,5,5,NA,"YO05","mm",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"83","","","","",62,NA,"","",0.282743339,"0.6","12_5_2025","","04/06/2025","",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,5,5,NA,"YO05","mm",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"84","","","","",62,NA,"","",0.636172512,"0.9","12_5_2025","","04/06/2025","",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,5,NA,"YO05","mm",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"85","","","","70",62,NA,"","",0.785398163,"1","12_5_2025","","12/06/2025","3",5,NA,4,NA,7,NA,"1 blue ray limpet","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,5,5,NA,"YO05","mm",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"86","","","","45",62,NA,"","",0.125663706,"0.4","12_5_2025","","12/06/2025","8",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,5,5,NA,"YO05","mm",7,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"87","","","","",62,NA,"","",NA,"","12_5_2025","","04/06/2025","",5,NA,4,NA,7,NA,"clean","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,5,5,NA,"YO05","",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"88","","","","75",62,NA,"","",NA,"","12_5_2025","","12/06/2025","15",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,5,5,NA,"YO05","",10,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"89","","","","15",62,NA,"","",NA,"2","12_5_2025","","12/06/2025","1",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,5,NA,"YO05","",10,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"90","","","","15",62,NA,"","",NA,"1.5","12_5_2025","","12/06/2025","",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,5,NA,"YO05","",NA,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"91","","","","23",62,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,4,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,5,5,5,NA,"YO05","",3,"172",NA,38,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"92","","","","65",40,NA,"","",0.785398163,"1","12_5_2025","","04/06/2025","",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,5,8,NA,"YO05","mm",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"93","","","","",40,NA,"","",0.282743339,"0.6","12_5_2025","","04/06/2025","",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,5,8,NA,"YO05","mm",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"94","","","","",40,NA,"","",0.636172512,"0.9","12_5_2025","","04/06/2025","",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,8,NA,"YO05","mm",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"95","","","","70",40,NA,"","",0.785398163,"1","12_5_2025","","12/06/2025","3",5,NA,6,NA,4,NA,"1 blue ray limpet","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,5,8,NA,"YO05","mm",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"96","","","","45",40,NA,"","",0.125663706,"0.4","12_5_2025","","12/06/2025","8",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,5,8,NA,"YO05","mm",7,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"97","","","","",40,NA,"","",NA,"","12_5_2025","","04/06/2025","",5,NA,6,NA,4,NA,"clean","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,5,8,NA,"YO05","",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"98","","","","75",40,NA,"","",NA,"","12_5_2025","","12/06/2025","15",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,5,8,NA,"YO05","",10,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"99","","","","15",40,NA,"","",NA,"2","12_5_2025","","12/06/2025","1",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,8,NA,"YO05","",10,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"100","","","","15",40,NA,"","",NA,"1.5","12_5_2025","","12/06/2025","",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,5,8,NA,"YO05","",NA,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"101","","","","23",40,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,6,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,5,5,8,NA,"YO05","",3,"162",NA,33,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"102","","","","52",49,NA,"","",NA,"","12_5_2025","","04/06/2025","",6,NA,3,NA,2,NA,"clean","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,18,18,NA,"YO18","",NA,"181",NA,43,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"103","","","","30",49,NA,"","",NA,"","12_5_2025","","12/06/2025","",6,NA,3,NA,2,NA,"1 epiphytic algae","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,18,18,NA,"YO18","",6,"181",NA,43,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"104","","","","",55,NA,"","",0.007853982,"0.1","12_5_2025","","04/06/2025","",7,NA,7,NA,7,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,13,13,NA,"YO13","mm",4,"179",NA,28,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"105","","","","",55,NA,"","",0.007853982,"0.1","12_5_2025","","04/06/2025","",7,NA,7,NA,7,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,13,13,NA,"YO13","mm",4,"179",NA,28,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"106","","","","53",55,NA,"","",NA,"","12_5_2025","","04/06/2025","1",7,NA,7,NA,7,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,13,13,NA,"YO13","",NA,"179",NA,28,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"107","","","","",55,NA,"","",NA,"","12_5_2025","","04/06/2025","",7,NA,7,NA,7,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,13,13,NA,"YO13","",NA,"179",NA,28,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"108","","","","50",55,NA,"","",NA,"","12_5_2025","","12/06/2025","",7,NA,7,NA,7,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,13,13,NA,"YO13","",10,"179",NA,28,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"109","","","","",38,NA,"","",NA,"","12_5_2025","","04/06/2025","",6,NA,2,NA,4,NA,"mia","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,19,19,NA,"YO19","",NA,"173",NA,42,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"110","","","","40",38,NA,"","",0.070685835,"0.3","12_5_2025","","12/06/2025","5",6,NA,2,NA,4,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,19,19,NA,"YO19","mm",NA,"173",NA,42,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"111","","","","40",38,NA,"","",NA,"","12_5_2025","","12/06/2025","2",6,NA,2,NA,4,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,19,19,NA,"YO19","",NA,"173",NA,42,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"112","","","","20",38,NA,"","",NA,"","12_5_2025","","12/06/2025","",6,NA,2,NA,4,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,19,19,NA,"YO19","",4,"173",NA,42,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"113","","","","20",38,NA,"","",3.272492347,"2.5","12_5_2025","","12/06/2025","",6,NA,2,NA,4,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,19,19,NA,"YO19","ep",NA,"173",NA,42,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"114","","","","",30,NA,"","",NA,"","12_5_2025","","04/06/2025","",5,NA,3,NA,1,NA,"mia","P","P",2,3,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,2,2,NA,"YO02","",NA,"171",NA,32,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low","Low"
"115","","","","22",30,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,3,NA,1,NA,"","P","P",2,3,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,2,2,NA,"YO02","",1,"171",NA,32,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low","Low"
"116","","","","",60,NA,"","",NA,"","12_5_2025","","04/06/2025","",6,NA,2,NA,8,NA,"mia","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,25,25,NA,"YO25","",NA,"161",NA,44,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"117","","","","80",60,NA,"","",0.523598776,"1","12_5_2025","","12/06/2025","",6,NA,2,NA,8,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,25,25,NA,"YO25","ep",1,"161",NA,44,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"118","","","","50",60,NA,"","",NA,"","12_5_2025","","12/06/2025","2",6,NA,2,NA,8,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,25,25,NA,"YO25","",NA,"161",NA,44,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"119","","","","40",60,NA,"","",NA,"","12_5_2025","","12/06/2025","",6,NA,2,NA,8,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,25,25,NA,"YO25","",NA,"161",NA,44,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"120","","","","30",60,NA,"","",NA,"","12_5_2025","","12/06/2025","",6,NA,2,NA,8,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,25,25,NA,"YO25","",2,"161",NA,44,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"121","","","","50",39,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"122","","","","50",39,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"123","","","","",39,NA,"","",0.007853982,"0.1","12_5_2025","","04/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"124","","","","",39,NA,"","",0.007853982,"0.1","12_5_2025","","04/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"125","","","","",39,NA,"","",0.502654825,"0.8","12_5_2025","","04/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"126","","","","25",39,NA,"","",0.785398163,"1","12_5_2025","","12/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,12,12,NA,"YO12","mm",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"127","","","","45",39,NA,"","",NA,"","12_5_2025","","12/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,12,12,NA,"YO12","",NA,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"128","","","","",39,NA,"","",NA,"","12_5_2025","","12/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,12,12,NA,"YO12","",3,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"129","","","","24",39,NA,"","",NA,"","12_5_2025","","12/06/2025","",7,NA,6,NA,7,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,12,12,NA,"YO12","",2,"169",NA,25,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"130","","","","",30,NA,"","",NA,"","12_5_2025","","04/06/2025","",7,NA,2,NA,4,NA,"mia","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,17,17,NA,"YO17","",NA,"164",NA,27,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"131","","","","15",30,NA,"","",NA,"","12_5_2025","","12/06/2025","",7,NA,2,NA,4,NA,"","N","",1,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,17,17,NA,"YO17","",NA,"164",NA,27,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"132","","1 juvenile mussel","","",38,NA,"","",NA,"","12_5_2025","","04/06/2025","",5,NA,2,NA,2,NA,"mia","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,3,3,NA,"YO03","",NA,"170",NA,40,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"133","","1 juvenile mussel","","32",38,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,2,NA,2,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,3,3,NA,"YO03","",NA,"170",NA,40,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"134","","","","17",30,NA,"","",NA,"","12_5_2025","","04/06/2025","",7,NA,7,NA,4,NA,"","P","",2,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,10,10,NA,"YO10","",NA,"fell",NA,29,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"135","","","","",24,NA,"","",0.031415927,"0.2","12_5_2025","","12/06/2025","",5,NA,3,NA,3,NA,"mia","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,7,7,NA,"YO07","mm",NA,"175",NA,35,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"136","","","","",24,NA,"","",NA,"","12_5_2025","","04/06/2025","",5,NA,3,NA,3,NA,"mia","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,7,7,NA,"YO07","",NA,"175",NA,35,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"Low",""
"137","","","","",23,NA,"","",0.070685835,"0.3","12_5_2025","","04/06/2025","",5,NA,2,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,9,9,NA,"YO09","mm",NA,"180",NA,37,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"138","","","","23",23,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,2,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,9,9,NA,"YO09","",NA,"180",NA,37,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"139","","","","7",23,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,2,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,9,9,NA,"YO09","",1,"180",NA,37,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"140","","","","48",30,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,6,6,NA,"YO06","mm",4,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"141","","","","48",30,NA,"","",1.767145868,"1.5","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,6,6,NA,"YO06","mm",4,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"142","","","","",30,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","1",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"143","","","","",30,NA,"","",0.070685835,"0.3","12_5_2025","","04/06/2025","1",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"144","","","","",30,NA,"","",1.130973355,"1.2","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"145","","","","",30,NA,"","",1.5393804,"1.4","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,3,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"146","","","","",30,NA,"","",0.196349541,"0.5","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,4,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"147","","","","",30,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,5,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"148","","","","",30,NA,"","",0.031415927,"0.2","12_5_2025","","04/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,5,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"149","","","","20",30,NA,"","",0.785398163,"1","12_5_2025","","12/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,6,6,NA,"YO06","mm",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"150","","","","42",30,NA,"","",NA,"","12_5_2025","","12/06/2025","",5,NA,6,NA,3,NA,"","C","",3,NA,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,6,6,NA,"YO06","",NA,"178",NA,41,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"High",""
"151","","","","18",60,NA,"","",1.5393804,"1.4","27_4_2025","12_5_2025","04/06/2025","",5,NA,NA,7,1,NA,"","","N",NA,1,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,1,1,1,"YO01","mm",NA,"",NA,39,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"","Low"
"152","","","","18",60,NA,"","",2.544690049,"1.8","27_4_2025","12_5_2025","04/06/2025","",5,NA,NA,7,1,NA,"","","N",NA,1,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,1,1,1,"YO01","mm",NA,"",NA,39,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"","Low"
"153","","","","18",60,NA,"","",0.785398163,"1","27_4_2025","12_5_2025","04/06/2025","",5,NA,NA,7,1,NA,"","","N",NA,1,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,1,1,1,1,"YO01","mm",NA,"",NA,39,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"","Low"
"154","","","","",60,NA,"","",NA,"","27_4_2025","12_5_2025","04/06/2025","4",5,NA,NA,7,1,NA,"","","N",NA,1,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,2,1,1,1,"YO01","",NA,"",NA,39,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"","Low"
"155","","","","",60,NA,"","",NA,"","27_4_2025","12_5_2025","12/06/2025","",5,NA,NA,7,1,NA,"mia","","N",NA,1,"Kilchoan_young","","marivate_kilchoan","marivate_kilchoan",NA,NA,1,1,1,"YO01","",NA,"",NA,39,NA,"Orange_yellow","","Orange_yellow","",NA,NA,"","Low"
"156","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","base",NA,"",NA,"12_5_2024","12/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",1,NA,NA,NA,NA,"AB20","",15,NA,153,NA,52,NA,"Blue","blue","19",20,NA,NA,"High"
"157","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.502654825,"0.8",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",2,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"158","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.007853982,"0.1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",3,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"159","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.007853982,"0.1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",4,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"160","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.031415927,"0.2",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",5,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"161","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.007853982,"0.1",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",6,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"162","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.502654825,"0.8",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",7,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"163","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.282743339,"0.6",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",8,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
"164","old",NA,"bryo=4;hydro=14;sil=1","",NA,270,"x","middle",0.125663706,"0.4",NA,"12_5_2025","04/06/2025","",NA,NA,NA,4,NA,NA,"id changed post-sampling",NA,"C",NA,7,NA,"Adult_local",NA,"farland",9,NA,NA,NA,NA,"AB20","Membranipora",NA,NA,153,NA,52,NA,"Blue","blue","20",20,NA,NA,"High"
