rank,tank,origin,tag_no_y,rock_number,date,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,tag_no_x,tag_colour,tag_color,origin_kelp,biofouling_removed_14_5_25,seaweed_id,rock_no,age,epibiont_sampling,blade_length_pre_experiment,blade_length_in_experiment,notes,blade_side,blade_zone,rank_of_blade_on_rock,no_young_blades_per_rock,species,bryozoan_colony_length_max,bryozoan_colony_area,hydrozoan_counts,spirobranchus_counts,swab_prior_enrichment,swab_after_ernichment_16_5
106,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,50,115
107,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,50,115
108,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,x,tip,NA,,,,NA,,,50,115
109,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,y,base,NA,,,,NA,,,50,115
110,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,50,115
111,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,y,tip,NA,,Membranipora,1,0.785398163,,,50,115
112,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,y,tip,NA,,Pilosa,0.5,0.130899694,,,50,115
113,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,04/06/2025,120,,,y,tip,NA,,Pilosa,0.4,0.083775804,,,50,115
114,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,broken at middle - 76cm remianing,x,base,NA,,Membranipora,0.2,0.031415927,,,50,115
115,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,x,base,NA,,Membranipora,0.1,0.007853982,,,50,115
,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,x,middle,,,Obelia,NA,NA,1,,50,115
116,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,x,middle,NA,,Membranipora,1,0.785398163,,,50,115
,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,base,,,Spirobranchus,,,,4,,
117,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,base,NA,,Membranipora,0.4,0.125663706,,,50,115
,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,middle,,,Obelia,NA,NA,4,,50,115
118,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,50,115
119,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,middle,NA,,Membranipora,0.5,0.196349541,,,50,115
120,,Adult_local,18,,12_5_2025,,5,4,High,N,18,blue,Blue,farland,hydro=6;bryo=1,AB18,NA,old,12/06/2025,120,,,y,middle,NA,,Membranipora,0.4,0.125663706,,,50,115
121,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,x,base,NA,,,,NA,,,51,136
122,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,x,middle,NA,,Obelia,NA,NA,2,1,51,136
123,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,51,136
124,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,y,base,NA,,,,NA,,,51,136
125,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,51,136
126,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,y,middle,NA,,Membranipora,0.1,0.007853982,,,51,136
127,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,04/06/2025,150,,,y,tip,NA,,Membranipora,0.8,0.502654825,,,51,136
128,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,x,base,NA,,,,NA,,2,51,136
129,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,x,middle,NA,,Membranipora,1,0.785398163,,,51,136
130,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,x,middle,NA,,Pilosa,1,0.523598776,,,51,136
,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,x,tip,,,Spirobranchus,,,,1,51,136
131,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,x,tip,NA,,Pilosa,1.4,1.0262536,,,51,136
,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,base,,,Spirobranchus,,,,3,51,136
132,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,base,NA,,Membranipora,0.5,0.196349541,,,51,136
,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,middle,,,Spirobranchus,,,,4,51,136
,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,middle,,,Obelia,NA,NA,3,,51,136
133,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,middle,NA,,Membranipora,1.2,1.130973355,,,51,136
134,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,middle,NA,,Pilosa,1.4,1.0262536,,,51,136
135,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,middle,NA,,Pilosa,0.2,0.020943951,,,51,136
136,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,tip,NA,,Pilosa,3,4.71238898,,,51,136
137,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,tip,NA,,Pilosa,1.4,1.0262536,,,51,136
138,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,51,136
139,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,12/06/2025,150,,,y,tip,NA,,Membranipora,0.3,0.070685835,,,51,136
140,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,base,NA,,Membranipora,0.2,0.031415927,,,51,136
141,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,base,NA,,,,NA,,17,51,136
142,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,base,NA,,Obelia,NA,NA,12,,51,136
143,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,middle,NA,,Membranipora,2.5,4.908738521,,,51,136
144,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,middle,NA,,Membranipora,1,0.785398163,,,51,136
145,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,middle,NA,,Membranipora,1.5,1.767145868,,,51,136
146,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,middle,NA,,,,NA,,12,51,136
147,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,middle,NA,,Obelia,NA,NA,4,,51,136
148,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,tip,NA,,Membranipora,1,0.785398163,,,51,136
149,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,tip,NA,,Pilosa,1.5,1.178097245,,,51,136
150,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,x,tip,NA,,,,NA,,6,51,136
151,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,Membranipora,1.5,1.767145868,,,51,136
152,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,Membranipora,0.1,0.007853982,,,51,136
153,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,Membranipora,0.1,0.007853982,,,51,136
154,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,Membranipora,0.1,0.007853982,,,51,136
155,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,Membranipora,0.1,0.007853982,,,51,136
156,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,base,NA,,,,NA,,14,51,136
157,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,middle,NA,,Membranipora,2.5,4.908738521,,,51,136
158,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,middle,NA,,Membranipora,0.2,0.031415927,,,51,136
159,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,middle,NA,,,,NA,,9,51,136
160,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,middle,NA,,Obelia,NA,NA,4,,51,136
161,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,tip,NA,,Membranipora,3,7.068583471,,,51,136
162,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,tip,NA,,Membranipora,2.5,4.908738521,,,51,136
163,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,tip,NA,,Pilosa,1,0.523598776,,,51,136
164,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,tip,NA,,Pilosa,1.5,1.178097245,,,51,136
165,,Adult_local,19,,12_5_2025,,6,5,Low,P,19,blue,Blue,farland,bryo=1;hydro=28;maerl=5,AB19,NA,old,02/07/2025,150,,,y,tip,NA,,Obelia,NA,NA,3,,51,136
166,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,x,base,NA,,,,NA,,,52,153
167,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,52,153
168,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,x,middle,NA,,Membranipora,0.3,0.070685835,,,52,153
169,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,x,tip,NA,,,,NA,,,52,153
170,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,y,base,NA,,Membranipora,0.5,0.196349541,,,52,153
171,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,y,base,NA,,Membranipora,0.2,0.031415927,,,52,153
172,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,y,base,NA,,Membranipora,0.2,0.031415927,,,52,153
173,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,y,middle,NA,,Membranipora,0.8,0.502654825,,,52,153
174,,Adult_local,20,,12_5_2025,,7,4,High,C,20,blue,Blue,farland,bryo=4;hydro=14;sil=1,AB20,NA,old,04/06/2025,270,,,y,tip,NA,,,,NA,,,52,153
175,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,x,base,NA,,Pilosa,1,0.523598776,,,53,137
176,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,x,middle,NA,,Membranipora,0.5,0.196349541,,,53,137
177,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,x,tip,NA,,Pilosa,2,2.094395102,,,53,137
178,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,y,base,NA,,,na,NA,,,53,137
179,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,y,middle,NA,,,na,NA,,,53,137
180,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,04/06/2025,240,,,y,tip,NA,,,na,NA,,,53,137
181,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,base,NA,,,,NA,,,53,137
182,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,middle,NA,,Membranipora,1,0.785398163,,,53,137
,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,,,Spirobranchus,,,,3,53,137
,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,,,Obelia,NA,NA,9,,53,137
183,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,NA,,Pilosa,1.2,0.753982237,,,53,137
184,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,53,137
185,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,NA,,Membranipora,0.2,0.031415927,,,53,137
186,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,NA,,Membranipora,0.3,0.070685835,,,53,137
187,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,x,tip,NA,,Membranipora,0.1,0.007853982,,,53,137
,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,base,,,Spirobranchus,,,,4,53,137
188,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,base,NA,,Membranipora,2,3.141592654,,,53,137
189,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,middle,NA,,Obelia,NA,NA,2,10,53,137
,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,tip,,,Obelia,NA,NA,3,,53,137
190,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,tip,NA,,Pilosa,2,2.094395102,,,53,137
191,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,tip,NA,,Pilosa,0.8,0.335103216,,,53,137
192,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,tip,NA,,Membranipora,0.3,0.070685835,,,53,137
193,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,12/06/2025,240,,,y,tip,NA,,Membranipora,0.4,0.125663706,,,53,137
194,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,x,base,NA,,,,NA,,,53,137
195,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,2,3.141592654,,,53,137
196,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,x,middle,NA,,Pilosa,3,4.71238898,,,53,137
197,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,x,middle,NA,,Membranipora,1.5,1.767145868,,,53,137
198,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,x,tip,NA,,Obelia,NA,NA,5,,53,137
199,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,base,NA,,Membranipora,2,3.141592654,,,53,137
200,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,base,NA,,Pilosa,2,2.094395102,,,53,137
201,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,base,NA,,,,NA,,10,53,137
202,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,middle,NA,,Membranipora,2.5,4.908738521,,,53,137
203,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,middle,NA,,,,NA,,8,53,137
204,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,middle,NA,,Obelia,NA,NA,7,,53,137
205,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,2,3.141592654,,,53,137
206,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,tip,NA,,Pilosa,4,8.37758041,,,53,137
207,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,tip,NA,,Membranipora,1.5,1.767145868,,,53,137
208,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,tip,NA,,Obelia,NA,NA,6,,53,137
209,,Adult_local,21,,12_5_2025,,6,2,High,P,21,blue,Blue,farland,hydro=59;bryo=10;sil=1;maerl=1,AB21,NA,old,02/07/2025,240,,,y,tip,NA,,,,NA,,7,53,137
210,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,x,base,NA,,,,NA,,,54,155
211,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,x,middle,NA,,Pilosa,0.3,0.04712389,,,54,155
,,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,,x,tip,,,Spirobranchus,,,,1,,
212,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,x,tip,NA,,Pilosa,0.5,0.130899694,,,54,155
213,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,base,NA,,,,NA,,,54,155
,,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,,y,middle,,,Obelia,NA,NA,10,,,
214,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,middle,NA,,Pilosa,0.3,0.04712389,,,54,155
,,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,,y,tip,,,Obelia,NA,NA,5,,,
215,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,tip,NA,,Pilosa,0.6,0.188495559,,,54,155
216,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,tip,NA,,Membranipora,0.8,0.502654825,,,54,155
217,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,tip,NA,,Membranipora,0.4,0.125663706,,,54,155
218,5,Adult_local,22,,12_5_2025,,7,5,Low,C,100notag,,Blue,farland,hydro=345;bryo=1,AB22,NA,old,04/06/2025,250,,tag detached_100,y,tip,NA,,Pilosa,1,0.523598776,,,54,155
220,,Adult_local,23,,12_5_2025,,5,2,High,N,23,blue,Blue,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,AB23,NA,old,04/06/2025,240,,,x,base,NA,,Membranipora,0.5,0.196349541,,,55,116
