,tag_no.x,tag_colour,seaweed_id,rock_no,date_sampled,blade_length,notes,blade_side,blade_zone,blade_no,sp,colony_length_max,colony_area,no_h,no_m,no_long_m,tank,origin,tag_color,tag_no.y,rock_number,date,longest_blade,collected_from,biofouling_removed_14_5_25,no_blades,initial_tank,nutrient_treatment_tank,main_experiment_tank,turbulence,nutrient_treatment,swab_prior_enrichment,swab_after_ernichment_16_5
120,20,blue,AB20,NA,04/06/2025,NA,,y,middle,NA,mm,0.8,0.502654825,,NA,NA,NA,Adult_local,Blue,20,NA,12_5_2025,270,farland,bryo=4;hydro=14;snail=1,NA,NA,7,4,High,C,52,153
121,20,blue,AB20,NA,04/06/2025,NA,,y,tip,NA,,,NA,,NA,NA,NA,Adult_local,Blue,20,NA,12_5_2025,270,farland,bryo=4;hydro=14;snail=1,NA,NA,7,4,High,C,52,153
122,21,blue,AB21,NA,04/06/2025,NA,,x,base,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
123,21,blue,AB21,NA,04/06/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
124,21,blue,AB21,NA,04/06/2025,NA,,x,tip,NA,ep,2,2.094395102,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
125,21,blue,AB21,NA,04/06/2025,NA,,y,base,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
126,21,blue,AB21,NA,04/06/2025,NA,,y,middle,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
127,21,blue,AB21,NA,04/06/2025,NA,,y,tip,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
128,21,blue,AB21,NA,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
129,21,blue,AB21,NA,12/06/2025,NA,,x,middle,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
130,21,blue,AB21,NA,12/06/2025,NA,,x,tip,NA,ep,1.2,0.753982237,9,3,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
131,21,blue,AB21,NA,12/06/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
132,21,blue,AB21,NA,12/06/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
133,21,blue,AB21,NA,12/06/2025,NA,,x,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
134,21,blue,AB21,NA,12/06/2025,NA,,x,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
135,21,blue,AB21,NA,12/06/2025,NA,,y,base,NA,mm,2,3.141592654,,4,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
136,21,blue,AB21,NA,12/06/2025,NA,,y,middle,NA,,,NA,2,10,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
137,21,blue,AB21,NA,12/06/2025,NA,,y,tip,NA,ep,2,2.094395102,3,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
138,21,blue,AB21,NA,12/06/2025,NA,,y,tip,NA,ep,0.8,0.335103216,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
139,21,blue,AB21,NA,12/06/2025,NA,,y,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
140,21,blue,AB21,NA,12/06/2025,NA,,y,tip,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Blue,21,NA,12_5_2025,240,farland,hydro=59;bryo=10;snail=1;maerl=1,NA,NA,6,2,High,P,53,137
141,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,x,base,NA,,,NA,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
142,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,x,middle,NA,ep,0.3,0.04712389,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
143,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,x,tip,NA,ep,0.5,0.130899694,,1,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
144,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,base,NA,,,NA,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
145,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,middle,NA,ep,0.3,0.04712389,10,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
146,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,ep,0.6,0.188495559,5,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
147,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,mm,0.8,0.502654825,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
148,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,mm,0.4,0.125663706,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
149,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,ep,1,0.523598776,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
150,100notag,,AB22,NA,04/06/2025,NA,tag detached_100,y,tip,NA,ep,0.2,0.020943951,,NA,NA,5,Adult_local,Blue,22,NA,12_5_2025,250,farland,hydro=345;bryo=1,NA,NA,7,5,Low,C,54,155
151,23,blue,AB23,NA,04/06/2025,NA,,x,base,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
152,23,blue,AB23,NA,04/06/2025,NA,,x,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
153,23,blue,AB23,NA,04/06/2025,NA,,x,tip,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
154,23,blue,AB23,NA,04/06/2025,NA,,y,base,NA,,,NA,,1,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
155,23,blue,AB23,NA,04/06/2025,NA,,y,middle,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
156,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
157,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
158,23,blue,AB23,NA,04/06/2025,NA,,y,middle,NA,ep,0.4,0.083775804,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
159,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,0.6,0.282743339,10,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
160,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
161,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,1,0.785398163,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
162,23,blue,AB23,NA,04/06/2025,NA,,y,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
163,178notag,,AB23,NA,12/06/2025,NA,tag detached,x,base,NA,,,NA,,3,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
164,178notag,,AB23,NA,12/06/2025,NA,tag detached,x,middle,NA,ep,1.2,0.753982237,,1,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
165,178notag,,AB23,NA,12/06/2025,NA,tag detached,x,middle,NA,mm,0.2,0.031415927,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
166,178notag,,AB23,NA,12/06/2025,NA,tag detached,x,tip,NA,ep,2,2.094395102,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
167,178notag,,AB23,NA,12/06/2025,NA,tag detached,x,tip,NA,mm,0.5,0.196349541,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
168,178notag,,AB23,NA,12/06/2025,NA,tag detached,y,base,NA,,,NA,,3,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
169,178notag,,AB23,NA,12/06/2025,NA,tag detached,y,middle,NA,ep,1.2,0.753982237,,1,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
170,178notag,,AB23,NA,12/06/2025,NA,tag detached,y,middle,NA,mm,0.2,0.031415927,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
171,178notag,,AB23,NA,12/06/2025,NA,tag detached,y,tip,NA,ep,2,2.094395102,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
172,178notag,,AB23,NA,12/06/2025,NA,tag detached,y,tip,NA,mm,0.5,0.196349541,,NA,NA,2,Adult_local,Blue,23,NA,12_5_2025,240,farland,hydro=62;bryo=19+1colony 2cm; maerl=11,NA,NA,5,2,High,N,55,116
173,24,blue,AB24,NA,04/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
174,24,blue,AB24,NA,04/06/2025,NA,,x,middle,NA,,,NA,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
175,24,blue,AB24,NA,04/06/2025,NA,,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
176,24,blue,AB24,NA,04/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
177,24,blue,AB24,NA,04/06/2025,NA,,y,middle,NA,mm,0.1,0.007853982,4,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
178,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,ep,1,0.523598776,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
179,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,ep,0.8,0.335103216,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
180,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
181,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,ep,0.3,0.04712389,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
182,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,ep,0.8,0.335103216,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
183,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
184,24,blue,AB24,NA,04/06/2025,NA,,y,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
185,24,blue,AB24,NA,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
186,24,blue,AB24,NA,12/06/2025,NA,,x,middle,NA,,,NA,2,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
187,24,blue,AB24,NA,12/06/2025,NA,,x,tip,NA,mm,0.4,0.125663706,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
188,24,blue,AB24,NA,12/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
189,24,blue,AB24,NA,12/06/2025,NA,,y,middle,NA,,,NA,3,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
190,24,blue,AB24,NA,12/06/2025,NA,,y,tip,NA,mm,0.4,0.125663706,2,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
191,24,blue,AB24,NA,12/06/2025,NA,,y,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,24,NA,12_5_2025,200,farland,hydro=16;bryo=2;donut=12;snail=5,NA,NA,6,6,High,P,56,131
192,25,blue,AB25,NA,04/06/2025,NA,,x,base,NA,,,NA,30%,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
193,25,blue,AB25,NA,04/06/2025,NA,,x,middle,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
194,25,blue,AB25,NA,04/06/2025,NA,,x,tip,NA,ep,1,0.523598776,6,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
195,25,blue,AB25,NA,04/06/2025,NA,,y,base,NA,,na,NA,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
196,25,blue,AB25,NA,04/06/2025,NA,,y,middle,NA,,,NA,6,1,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
197,25,blue,AB25,NA,04/06/2025,NA,,y,tip,NA,,na,NA,6,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
198,25,blue,AB25,NA,12/06/2025,NA,,x,base,NA,,,NA,,2,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
199,25,blue,AB25,NA,12/06/2025,NA,,x,middle,NA,,,NA,2,4,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
200,25,blue,AB25,NA,12/06/2025,NA,,x,tip,NA,ep,0.7,0.2565634,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
201,25,blue,AB25,NA,12/06/2025,NA,,x,tip,NA,ep,0.7,0.2565634,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
202,25,blue,AB25,NA,12/06/2025,NA,,x,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
203,25,blue,AB25,NA,12/06/2025,NA,,y,base,NA,ep,0.5,0.130899694,,2,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
204,25,blue,AB25,NA,12/06/2025,NA,,y,base,NA,ep,0.4,0.083775804,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
205,25,blue,AB25,NA,12/06/2025,NA,,y,middle,NA,mm,1,0.785398163,10,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
206,25,blue,AB25,NA,12/06/2025,NA,,y,middle,NA,mm,0.5,0.196349541,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
207,25,blue,AB25,NA,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,10,4,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
208,25,blue,AB25,NA,12/06/2025,NA,,y,tip,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,25,NA,12_5_2025,160,farland,clean,NA,NA,7,2,High,C,57,156
209,26,blue,AB26,NA,04/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
210,26,blue,AB26,NA,04/06/2025,NA,,x,middle,NA,,,NA,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
211,26,blue,AB26,NA,04/06/2025,NA,,x,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
212,26,blue,AB26,NA,04/06/2025,NA,,y,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
213,26,blue,AB26,NA,04/06/2025,NA,,y,middle,NA,mm,1.2,1.130973355,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
214,26,blue,AB26,NA,04/06/2025,NA,,y,middle,NA,mm,1.3,1.327322896,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
215,26,blue,AB26,NA,04/06/2025,NA,,y,tip,NA,,,NA,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
216,26,blue,AB26,NA,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
217,26,blue,AB26,NA,12/06/2025,NA,,x,middle,NA,mm,0.3,0.070685835,,1,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
218,26,blue,AB26,NA,12/06/2025,NA,,x,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
219,26,blue,AB26,NA,12/06/2025,NA,,x,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
220,26,blue,AB26,NA,12/06/2025,NA,,x,tip,NA,mm,0.3,0.070685835,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
221,26,blue,AB26,NA,12/06/2025,NA,,y,base,NA,,,NA,,4,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
222,26,blue,AB26,NA,12/06/2025,NA,,y,middle,NA,mm,0.8,0.502654825,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
223,26,blue,AB26,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
224,26,blue,AB26,NA,12/06/2025,NA,,y,middle,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
225,26,blue,AB26,NA,12/06/2025,NA,,y,tip,NA,ep,0.8,0.335103216,,NA,1,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
226,26,blue,AB26,NA,12/06/2025,NA,,y,tip,NA,mm,0.2,0.031415927,,NA,NA,NA,Adult_local,Blue,26,NA,12_5_2025,190,farland,hydro=12;bryo=18;donut=2;maerl=3,NA,NA,5,3,Low,N,58,114
227,27,blue,AB27,NA,04/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
228,27,blue,AB27,NA,04/06/2025,NA,,x,middle,NA,,,NA,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
229,27,blue,AB27,NA,04/06/2025,NA,,x,tip,NA,ep,0.5,0.130899694,,1,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
230,27,blue,AB27,NA,04/06/2025,NA,,x,tip,NA,ep,0.5,0.130899694,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
231,27,blue,AB27,NA,04/06/2025,NA,,y,base,NA,,,NA,,1,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
232,27,blue,AB27,NA,04/06/2025,NA,,y,middle,NA,,,NA,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
233,27,blue,AB27,NA,04/06/2025,NA,,y,tip,NA,,,NA,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
234,27,blue,AB27,NA,12/06/2025,NA,,x,base,NA,,,NA,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
235,27,blue,AB27,NA,12/06/2025,NA,,x,middle,NA,mm,0.2,0.031415927,1,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
236,27,blue,AB27,NA,12/06/2025,NA,,x,middle,NA,mm,0.1,0.007853982,,NA,NA,NA,Adult_local,Blue,27,NA,12_5_2025,210,farland,hydro=29;bryo=8,NA,NA,6,3,Low,P,59,135
