Site,Date,Species,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Abundance
Pabay,10_4_2022,Minutocellus polymorphus.11,,,,,,,,,,0.25769875
Pabay,8_3_2022,Chromadoridae sp. 09PROBE-01551,,,,,,,,,,0.254364455
Pabay,10_12_2021,Cassiopea xamachana,Animalia,Cnidaria,,Scyphozoa,,,Rhizostomeae,Cassiopeidae,Cassiopea,0.251783466
Pabay,10_12_2021,Urodasys sp. 114a.22,,,,,,,,,,0.251783466
Pabay,29_11_2021,Obelia bidentata,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Obelia,0.251005632
Pabay,22_5_2022,Psathyrometra cf. fragilis,,,,,,,,,,0.25046352
Pabay,8_2_2022,Aglaophenia tubulifera,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Aglaopheniidae,Aglaophenia,0.250382529
Pabay,15_7_2022,Ditylum brightwellii.3,,,,,,,,,,0.249183844
Pabay,8_3_2022,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Clytia,0.248874575
Pabay,30_6_2022,Dosinia exoleta,,,,,,,,,,0.248173854
Pabay,7_5_2022,Ceriantharia gen. n. sp. n. US-2023,,,,,,,,,,0.245366745
Pabay,8_3_2022,Lanice conchilega.3,,,,,,,,,,0.243749017
Pabay,21_3_2022,Ditylum brightwellii.4,,,,,,,,,,0.240673887
Pabay,15_7_2022,Ministeria vibrans,,,,,,,,,,0.240548711
Pabay,15_7_2022,Cernosvitoviella minor,,,,,,,,,,0.234989828
Pabay,10_4_2022,Enchytraeus doerjesi,,,,,,,,,,0.229960578
Pabay,10_4_2022,Urodasys sp. 114a.4,,,,,,,,,,0.225486406
Pabay,22_5_2022,Apolemia sp.,,,,,,,,,,0.224441336
Pabay,15_6_2021,Guinardia delicatula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0.223700047
Pabay,22_5_2022,Thalassionema nitzschioides.1,,,,,,,,,,0.222272821
Pabay,29_11_2021,Minutocellus polymorphus.9,,,,,,,,,,0.221200447
Pabay,22_5_2022,Skeletonema menzelii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.221188563
Pabay,15_7_2022,Siphonophorae sp. NHM_339,,,,,,,,,,0.221044762
Pabay,8_3_2022,invertebrate environmental sample,,,,,,,,,,0.220659219
Pabay,29_11_2021,Hyleoglomeris sp.,,,,,,,,,,0.218825422
Pabay,15_7_2022,Monogononta sp. R35_CoastL,,,,,,,,,,0.217794103
Pabay,10_4_2022,Lepadella cf. quadricarinata AGROT318-10,,,,,,,,,,0.215822703
Pabay,7_5_2022,Burnupia sp. UGSB 25228,,,,,,,,,,0.212621445
Pabay,22_5_2022,Guinardia delicatula.2,,,,,,,,,,0.210345987
Pabay,10_4_2022,Bougainvillia muscus.2,,,,,,,,,,0.209380235
Pabay,29_11_2021,Thalassionema nitzschioides,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,Bacillariaceae,Thalassionema,0.208773456
Pabay,15_6_2021,Chaetoceros tenuissimus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0.207895153
Pabay,29_11_2021,Aurelia aurita,Animalia,Cnidaria,,Scyphozoa,Discomedusae,,Semaeostomeae,Ulmaridae,Aurelia,0.207423581
Pabay,13_11_2021,Cassiopea xamachana,Animalia,Cnidaria,,Scyphozoa,,,Rhizostomeae,Cassiopeidae,Cassiopea,0.206622297
Pabay,22_5_2022,Pseudocalanus elongatus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Pseudocalanidae,Pseudocalanus,0.206008956
Pabay,14_1_2022,Temora sp.,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Temoridae,Temora,0.205461638
Pabay,13_11_2021,Minutocellus polymorphus.8,,,,,,,,,,0.204545691
Pabay,8_3_2022,Ectopleura larynx,,,,,,,,,,0.204109778
Pabay,29_11_2021,Electra pilosa,,,,,,,,,,0.201317261
Pabay,22_5_2022,Urodasys sp. 114a.5,,,,,,,,,,0.200587668
Pabay,22_5_2022,Chromadoridae sp. 09PROBE-01551,,,,,,,,,,0.200587668
Pabay,22_5_2022,Monostilifera sp..3,,,,,,,,,,0.200587668
Pabay,30_7_2022,Minutocellus polymorphus.13,,,,,,,,,,0.198774847
Pabay,8_3_2022,Monostilifera sp.,,,,,,,,,,0.198593297
Pabay,7_5_2022,Apatizanclea divergens,,,,,,,,,,0.197856067
Pabay,10_4_2022,Pseudochattonella farcimen,,,,,,,,,,0.197109067
Pabay,29_11_2021,Dynamena pumila,,,,,,,,,,0.19650655
Pabay,15_6_2021,Guinardia delicatula.1,,,,,,,,,,0.195737541
Pabay,29_11_2021,Obelia bidentata,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Obelia,0.193861066
Pabay,10_4_2022,Jassa herdmani.2,,,,,,,,,,0.192200318
Pabay,8_3_2022,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.192145811
Pabay,7_5_2022,Aora gracilis,,,,,,,,,,0.191949916
Pabay,13_11_2021,Urodasys sp. 114a.2,,,,,,,,,,0.191047752
Pabay,22_5_2022,Guinardia delicatula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0.190829349
Pabay,29_11_2021,Monostilifera sp.,,,,,,,,,,0.189863234
Pabay,29_11_2021,Tubificoides sp. CED,,,,,,,,,,0.189863234
Pabay,15_7_2022,Monostilifera sp..2,,,,,,,,,,0.189253552
Pabay,10_4_2022,Dasybranchus sp. DH1.1,,,,,,,,,,0.186158563
Pabay,29_11_2021,Montacutona sigalionidcola,,,,,,,,,,0.18558952
Pabay,15_7_2022,Mitrocomella brownei,,,,,,,,,,0.185287521
Pabay,15_7_2022,invertebrate environmental sample.6,,,,,,,,,,0.185287521
Pabay,29_11_2021,Urodasys sp. 114a.3,,,,,,,,,,0.183427192
Pabay,10_4_2022,Minutocellus polymorphus.7,,,,,,,,,,0.182536615
Pabay,8_2_2022,Therasia thaisa,,,,,,,,,,0.180831826
Pabay,8_3_2022,Lanice conchilega.1,,,,,,,,,,0.17933609
Pabay,8_3_2022,Jassa herdmani.5,,,,,,,,,,0.17933609
Pabay,25_2_2022,Skeletonema menzelii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.179023156
Pabay,15_7_2022,Minutocellus polymorphus.5,,,,,,,,,,0.176517713
Pabay,10_4_2022,Placida dendritica.1,,,,,,,,,,0.17520806
Pabay,29_11_2021,Emiliania huxleyi,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Isochrysidales,Noelaerhabdaceae,Emiliania,0.17377313
Pabay,30_10_2021,Caridea sp. LPdivOTU7,,,,,,,,,,0.173677299
Pabay,22_5_2022,Chaetoceros socialis,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0.173481226
Pabay,22_5_2022,Jassa herdmani.2,,,,,,,,,,0.172396968
Pabay,7_5_2022,Guinardia delicatula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0.171278386
Pabay,29_11_2021,Ditylum brightwellii.4,,,,,,,,,,0.170555109
Pabay,29_11_2021,Hyleoglomeris sp.,,,,,,,,,,0.169007083
Pabay,22_5_2022,Chaetoceros tenuissimus.1,,,,,,,,,,0.168059938
Pabay ,14_1_2022,Thalassionema nitzschioides.1,,,,,,,,,,0.167285274
Pabay,29_11_2021,Urodasys sp. 114a.3,,,,,,,,,,0.166521685
Pabay,22_5_2022,Obelia dichotoma,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Obelia,0.165891422
Pabay,8_3_2022,Maresearsia praeclara,,,,,,,,,,0.165120302
Pabay,29_11_2021,Cyclotella cryptica,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Cyclotella,0.163755459
Pabay,15_7_2022,Paracalanus parvus.1,,,,,,,,,,0.162532913
Pabay,30_7_2022,Evadne sp..1,,,,,,,,,,0.162520315
Pabay,8_3_2022,Minutocellus polymorphus.8,,,,,,,,,,0.161036489
Pabay,8_3_2022,invertebrate environmental sample.5,,,,,,,,,,0.161036489
Pabay,29_11_2021,invertebrate environmental sample.4,,,,,,,,,,0.160901046
Pabay,29_11_2021,Orthopyxis crenata,,,,,,,,,,0.157683025
Pabay,8_3_2022,Rhizosolenia setigera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Rhizosolenia,0.157219694
Pabay,8_3_2022,Hyleoglomeris sp.,,,,,,,,,,0.157219694
Pabay ,14_1_2022,Dimeregramma acutum.1,,,,,,,,,,0.156829944
Pabay,13_11_2021,Temnopleurus toreumaticus,,,,,,,,,,0.156783753
Pabay,21_3_2022,Skeletonema menzelii.3,,,,,,,,,,0.154718927
Pabay,29_11_2021,invertebrate environmental sample.4,,,,,,,,,,0.154094694
Pabay,8_2_2022,Minutocellus polymorphus.5,,,,,,,,,,0.153791553
Pabay,29_11_2021,Urodasys sp. 114a.7,,,,,,,,,,0.151609295
Pabay ,14_1_2022,Maresearsia praeclara,,,,,,,,,,0.151602279
Pabay,29_11_2021,Tubificoides benedii,,,,,,,,,,0.151246983
Pabay,10_4_2022,Peltidiidae sp. 10PROBE-19037,,,,,,,,,,0.150324271
Pabay,13_11_2021,Podosira stelligera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Podosira,0.149515632
Pabay,29_11_2021,Monostilifera sp.,,,,,,,,,,0.146638499
Pabay,29_11_2021,Tubificoides sp. CED,,,,,,,,,,0.146638499
Pabay,25_2_2022,Ercolania sp. KH-2011,,,,,,,,,,0.145440749
Pabay,8_3_2022,Minutocellus polymorphus.9,,,,,,,,,,0.144566848
Pabay,13_11_2021,Chaetonotus aff. gelidus MK-2019,,,,,,,,,,0.143285814
Pabay,29_11_2021,Urodasys sp. 114a.16,,,,,,,,,,0.141921397
Pabay,29_11_2021,Urodasys sp. 114a.17,,,,,,,,,,0.141921397
Pabay,22_5_2022,Monostilifera sp.,,,,,,,,,,0.141624823
Pabay,10_12_2021,Thalassiosira rotula.7,,,,,,,,,,0.14159292
Pabay,29_11_2021,Trichobranchus glacialis,,,,,,,,,,0.14159292
Pabay,30_7_2022,Cyclotella cryptica.1,,,,,,,,,,0.141267658
Pabay ,14_1_2022,Asplanchna sieboldii,,,,,,,,,,0.14114695
Pabay,10_4_2022,Jassa herdmani.4,,,,,,,,,,0.140660568
Pabay,15_7_2022,Guinardia delicatula.2,,,,,,,,,,0.139778305
Pabay,29_11_2021,Minutocellus polymorphus.12,,,,,,,,,,0.138374899
Pabay,10_4_2022,Stephanodiscus cf. minutulus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,0.135291844
Pabay,22_5_2022,Monostilifera sp..2,,,,,,,,,,0.13444795
Pabay,15_7_2022,Ditylum brightwellii.3,,,,,,,,,,0.134425027
Pabay,10_4_2022,Durinskia baltica,,,,,,,,,,0.134218099
Pabay,29_11_2021,Emiliania huxleyi,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Isochrysidales,Noelaerhabdaceae,Emiliania,0.134211507
Pabay,13_11_2021,Mytilus edulis,Animalia,Mollusca,,Bivalvia,Pteriomorphia,,Mytilida,Mytilidae,Mytilus,0.133941087
Pabay,8_3_2022,Pedospumella sinomuralis,,,,,,,,,,0.133587088
Pabay,8_3_2022,Lanice conchilega.2,,,,,,,,,,0.133587088
Pabay,10_4_2022,Balanus crenatus,,,,,,,,,,0.132070609
Pabay,29_11_2021,Monostilifera sp..1,,,,,,,,,,0.131726109
Pabay,15_6_2021,Amphiura filiformis,,,,,,,,,,0.131302202
Pabay,25_2_2022,invertebrate environmental sample,,,,,,,,,,0.131128433
Pabay,29_11_2021,Dimeregramma acutum,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Stauroneidaceae,Dimeregramma,0.131004367
Pabay,29_11_2021,invertebrate environmental sample.4,,,,,,,,,,0.131004367
Pabay,8_3_2022,Garveia annulata.1,,,,,,,,,,0.12973738
Pabay,30_7_2022,invertebrate environmental sample,,,,,,,,,,0.128766096
Pabay,13_11_2021,Skeletonema menzelii.1,,,,,,,,,,0.128749572
Pabay,10_4_2022,Balanus balanus,,,,,,,,,,0.12777563
Pabay,13_11_2021,Minutocellus polymorphus.14,,,,,,,,,,0.127711269
Pabay,10_4_2022,Celleporella hyalina,,,,,,,,,,0.126701885
Pabay,7_5_2022,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Clytia,0.125293657
Pabay,8_3_2022,Jassa herdmani.6,,,,,,,,,,0.124437287
Pabay,22_5_2022,Pennaria disticha,,,,,,,,,,0.123605374
Pabay,10_4_2022,Guinardia delicatula.3,,,,,,,,,,0.123480651
Pabay,13_11_2021,Minutocellus polymorphus.15,,,,,,,,,,0.122519754
Pabay,8_3_2022,Monostilifera sp..1,,,,,,,,,,0.121874509
Pabay,29_11_2021,Orthopyxis crenata,,,,,,,,,,0.121784516
Pabay,29_11_2021,Pedospumella sinomuralis.1,,,,,,,,,,0.120087336
Pabay,15_7_2022,Euchlanis dilatata.1,,,,,,,,,,0.119860583
Pabay,22_5_2022,Guinardia striata.1,,,,,,,,,,0.119268343
Pabay,30_7_2022,Garveia annulata,,,,,,,,,,0.118764846
Pabay,29_11_2021,Tubificoides benedii,,,,,,,,,,0.116813719
Pabay,16_9_2021,Paracalanus parvus,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Paracalanidae,Paracalanus,0.115906193
Pabay,29_11_2021,Siphonophorae sp. NHM_339.2,,,,,,,,,,0.115848753
Pabay,8_3_2022,Obelia sp. MZUSP 3356,,,,,,,,,,0.11308785
Pabay,22_5_2022,Guinardia delicatula.1,,,,,,,,,,0.112762797
Pabay,8_2_2022,Harpacticus flexus.1,,,,,,,,,,0.112386135
Pabay,14_1_2022,Maresearsia praeclara,,,,,,,,,,0.11183355
Pabay,10_4_2022,Balanus crenatus.1,,,,,,,,,,0.111669458
Pabay,15_7_2022,Monostilifera sp..2,,,,,,,,,,0.111341942
Pabay,8_2_2022,Temora sp.,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Temoridae,Temora,0.111281124
Pabay,10_4_2022,Obelia bidentata.1,,,,,,,,,,0.110595714
Pabay,10_4_2022,Thalassiosira punctigera,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0.109521969
Pabay,10_4_2022,Pedospumella sinomuralis.2,,,,,,,,,,0.109505037
Pabay,29_11_2021,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.109412711
Pabay,29_11_2021,Thalassiosira rotula.1,,,,,,,,,,0.109412711
Pabay,29_11_2021,Minutocellus polymorphus.9,,,,,,,,,,0.109412711
Pabay,29_11_2021,Dimeregramma acutum.1,,,,,,,,,,0.109412711
Pabay,29_11_2021,Trichobranchus glacialis,,,,,,,,,,0.109357525
Pabay,7_5_2022,Guinardia delicatula.2,,,,,,,,,,0.109263798
Pabay,7_5_2022,Guinardia striata,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Rhizosoleniales,Rhizosoleniaceae,Guinardia,0.109263798
Pabay,29_11_2021,Urodasys sp. 114a.3,,,,,,,,,,0.109170306
Pabay,15_7_2022,Minutocellus polymorphus.7,,,,,,,,,,0.108626285
Pabay,13_11_2021,Rissoa guernei,,,,,,,,,,0.106945209
Pabay,8_3_2022,Maresearsia praeclara,,,,,,,,,,0.106137686
Pabay,10_12_2021,Minutocellus polymorphus.5,,,,,,,,,,0.106082037
Pabay,8_2_2022,Thalassiosira rotula.5,,,,,,,,,,0.105522336
Pabay,29_11_2021,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.104386728
Pabay,14_1_2022,Thalassionema nitzschioides,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,Bacillariaceae,Thalassionema,0.103514311
Pabay,22_5_2022,Temora sp..1,,,,,,,,,,0.103004478
Pabay,29_11_2021,Pseudochattonella verruculosa,,,,,,,,,,0.102976669
Pabay,13_11_2021,invertebrate environmental sample.2,,,,,,,,,,0.102820212
Pabay,8_3_2022,Halecium sp. BMOO-08734,,,,,,,,,,0.102054889
Pabay,22_5_2022,Lithodesmium undulatum.4,,,,,,,,,,0.10192022
Pabay,29_11_2021,Bursaphelenchus cocophilus,,,,,,,,,,0.10190133
Pabay,15_7_2022,Octactis speculum,,,,,,,,,,0.100770406
Pabay,16_9_2021,Minutocellus polymorphus.5,,,,,,,,,,0.100015387
Pabay ,14_1_2022,Chaetonotus cf. oculiefer MK-2019,,,,,,,,,,0.099325631
Pabay,13_11_2021,Minutocellus polymorphus.16,,,,,,,,,,0.098638785
Pabay,8_3_2022,Clytia sp. 2 AFC-2016,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Clytia,0.098285894
Pabay,29_11_2021,Electra pilosa.3,,,,,,,,,,0.098253275
Pabay,15_7_2022,Siphonaria pectinata,,,,,,,,,,0.097781002
Pabay,30_10_2021,Monostilifera sp..5,,,,,,,,,,0.097428729
Pabay,30_10_2021,Oithona nana,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Cyclopoida,Oithonidae,Oithona,0.097428729
Pabay,29_11_2021,Thalassiosira punctigera.1,,,,,,,,,,0.096540628
Pabay,8_3_2022,Lacuna vincta.1,,,,,,,,,,0.096538408
Pabay,10_4_2022,Thalassionema nitzschioides.2,,,,,,,,,,0.095563287
Pabay,22_5_2022,Urodasys sp. 114a.3,,,,,,,,,,0.095414674
Pabay,10_4_2022,Cassiopea xamachana.2,,,,,,,,,,0.094489542
Pabay,10_4_2022,Temora sp.,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Temoridae,Temora,0.094489542
Pabay,8_3_2022,invertebrate environmental sample.7,,,,,,,,,,0.093327965
Pabay,29_11_2021,Chaetoceros tenuissimus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0.093322607
Pabay,14_1_2022,Thalassiosira rotula.3,,,,,,,,,,0.09316288
Pabay,10_4_2022,Clytia sp. 2 AFC-2016.1,,,,,,,,,,0.092342052
Pabay,22_5_2022,invertebrate environmental sample,,,,,,,,,,0.092161901
Pabay,30_6_2022,Emiliania huxleyi,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Isochrysidales,Noelaerhabdaceae,Emiliania,0.091824326
Pabay,21_3_2022,Botrynema brucei,,,,,,,,,,0.091491308
Pabay,8_3_2022,Urodasys sp. 114a.10,,,,,,,,,,0.089668045
Pabay,29_11_2021,Siphonophorae sp. NHM_339.2,,,,,,,,,,0.089474338
Pabay,13_11_2021,Asterias rubens,Animalia,Echinodermata,Eleutherozoa,Asteroidea,,,Forcipulatida,Asteriidae,Asterias,0.089294058
Pabay,14_1_2022,Skeletonema menzelii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.087987164
Pabay,8_3_2022,invertebrate environmental sample.8,,,,,,,,,,0.087838085
Pabay,30_7_2022,invertebrate environmental sample.1,,,,,,,,,,0.087636511
Pabay,29_11_2021,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.087336245
Pabay,29_11_2021,invertebrate environmental sample,,,,,,,,,,0.087336245
Pabay,8_3_2022,Semibalanus balanoides.5,,,,,,,,,,0.086491587
Pabay,22_5_2022,Guinardia delicatula.4,,,,,,,,,,0.085656355
Pabay,8_3_2022,uncultured Kareniaceae,,,,,,,,,,0.085505448
Pabay,16_9_2021,Minutocellus polymorphus.8,,,,,,,,,,0.084628404
Pabay,29_11_2021,Thalassiosira rotula.1,,,,,,,,,,0.084503542
Pabay,29_11_2021,Dimeregramma acutum.1,,,,,,,,,,0.084503542
Pabay,10_12_2021,invertebrate environmental sample.6,,,,,,,,,,0.083927822
Pabay,30_7_2022,Evadne sp..2,,,,,,,,,,0.08376047
Pabay,29_11_2021,Asplanchna sieboldii.3,,,,,,,,,,0.083668544
Pabay,7_5_2022,Cassiopea xamachana,Animalia,Cnidaria,,Scyphozoa,,,Rhizostomeae,Cassiopeidae,Cassiopea,0.083529105
Pabay,8_2_2022,Monostilifera sp.,,,,,,,,,,0.083460843
Pabay,14_1_2022,Thalassionema nitzschioides.1,,,,,,,,,,0.083224967
Pabay,13_11_2021,Chaetoceros tenuissimus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0.08306424
Pabay,8_3_2022,Lacuna vincta.2,,,,,,,,,,0.082747207
Pabay,10_4_2022,Bougainvillia muscus.3,,,,,,,,,,0.082678349
Pabay,15_7_2022,Garveia annulata.1,,,,,,,,,,0.081266456
Pabay,29_11_2021,Pedospumella sp. JBM19,,,,,,,,,,0.080450523
Pabay,29_11_2021,Minutocellus polymorphus.19,,,,,,,,,,0.080450523
Pabay,25_2_2022,Monostilifera sp.,,,,,,,,,,0.080134042
Pabay,13_11_2021,Rissoa guernei.1,,,,,,,,,,0.079949331
Pabay,29_11_2021,Pseudochattonella verruculosa,,,,,,,,,,0.079532745
Pabay ,14_1_2022,invertebrate environmental sample.19,,,,,,,,,,0.078414972
Pabay,10_4_2022,Skeletonema potamos,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.07838337
Pabay,14_1_2022,Dimeregramma acutum.1,,,,,,,,,,0.078023407
Pabay,10_4_2022,Monostilifera sp.,,,,,,,,,,0.077309625
Pabay,29_11_2021,Urodasys sp. 114a.7,,,,,,,,,,0.077232502
Pabay,7_5_2022,Ectinosomatidae sp. SR-2019,,,,,,,,,,0.076779966
Pabay,10_4_2022,Ditylum brightwellii.1,,,,,,,,,,0.076653526
Pabay,10_4_2022,Prosadenoporus floridensis,,,,,,,,,,0.076653526
Pabay,29_11_2021,invertebrate environmental sample.6,,,,,,,,,,0.076419214
Pabay,10_4_2022,Asplanchna sieboldii.3,,,,,,,,,,0.07623588
Pabay,8_3_2022,Glyptophysa sp. 11 PGA-2018,,,,,,,,,,0.075028364
Pabay,8_3_2022,Euchlanis dilatata.1,,,,,,,,,,0.075028364
Pabay,29_11_2021,Ministeria vibrans,,,,,,,,,,0.074561949
Pabay,29_11_2021,Thalassiosira punctigera.1,,,,,,,,,,0.074561949
Pabay,29_11_2021,Hemiaulus sinensis.3,,,,,,,,,,0.074014481
Pabay ,14_1_2022,Obelia bidentata,Animalia,Cnidaria,,Hydrozoa,Hydroidolina,,Leptothecata,Campanulariidae,Obelia,0.073187307
Pabay,10_4_2022,Niphargus arbiter,,,,,,,,,,0.073014646
Pabay,14_1_2022,Thalassiosira rotula,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0.072460018
Pabay,14_1_2022,Maresearsia praeclara,,,,,,,,,,0.072460018
Pabay,29_11_2021,Chaetoceros tenuissimus,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Chaetocerotales,Chaetocerotaceae,Chaetoceros,0.07207655
Pabay,29_11_2021,Hormogaster redii,,,,,,,,,,0.07207655
Pabay,10_4_2022,Skeletonema marinoi,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Skeletonemataceae,Skeletonema,0.070867156
Pabay,13_11_2021,Monostilifera sp..1,,,,,,,,,,0.070604604
Pabay,14_1_2022,Asplanchna sieboldii,,,,,,,,,,0.070221066
Pabay,29_11_2021,Urodasys sp. 114a.2,,,,,,,,,,0.069591152
Pabay,29_11_2021,Pagurus longicarpus,,,,,,,,,,0.069591152
Pabay,8_2_2022,Clytia sp. 2 AFC-2016.5,,,,,,,,,,0.069550702
Pabay,8_3_2022,Lanice conchilega.4,,,,,,,,,,0.069538484
Pabay,10_4_2022,Ditylum brightwellii.6,,,,,,,,,,0.06915348
Pabay,21_3_2022,Urodasys sp. 114a.25,,,,,,,,,,0.068763968
Pabay,13_11_2021,Limapontia capitata,,,,,,,,,,0.068527998
Pabay,15_7_2022,Antarctoneptunea aurora,,,,,,,,,,0.068263823
Pabay,7_5_2022,Obelia dichotoma.2,,,,,,,,,,0.067920739
Pabay,10_4_2022,Thalassionema nitzschioides,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Bacillariales,Bacillariaceae,Thalassionema,0.067645922
Pabay,29_11_2021,Electra pilosa.2,,,,,,,,,,0.067578439
Pabay,13_11_2021,Temora sp.,Animalia,Arthropoda,Crustacea,Hexanauplia,Copepoda,,Calanoida,Temoridae,Temora,0.065413089
Pabay,13_11_2021,Electra pilosa,,,,,,,,,,0.065413089
Pabay,22_5_2022,Pedospumella sinomuralis.1,,,,,,,,,,0.06505546
Pabay,15_7_2022,Paracalanus parvus.2,,,,,,,,,,0.065013165
Pabay,29_11_2021,Asplanchna sieboldii.3,,,,,,,,,,0.064620355
Pabay,13_11_2021,Emiliania huxleyi,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Isochrysidales,Noelaerhabdaceae,Emiliania,0.064374786
Pabay,13_11_2021,Thalassiosira nordenskioeldii,Eukaryota,Ochrophyta,,Bacillariophyceae,Mediophyceae,,Thalassiosirales,Thalassiosiraceae,Thalassiosira,0.064374786
Pabay,13_11_2021,invertebrate environmental sample.4,,,,,,,,,,0.064374786
Pabay,29_11_2021,Endoxocrinus parrae,,,,,,,,,,0.064360418
Pabay,8_3_2022,Pleurosigma inscriptura,Eukaryota,Ochrophyta,,Bacillariophyceae,Bacillariophycidae,,Naviculales,Pleurosigmataceae,Pleurosigma,0.064048604
Pabay,8_3_2022,Semibalanus balanoides.1,,,,,,,,,,0.064048604
Pabay,8_3_2022,Obelia bidentata.2,,,,,,,,,,0.063439526
Pabay,8_3_2022,Cernosvitoviella minor.1,,,,,,,,,,0.062902972
Pabay,14_1_2022,Emiliania huxleyi,Eukaryota,Haptophyta,,Prymnesiophyceae,,,Isochrysidales,Noelaerhabdaceae,Emiliania,0.062418726
Pabay,29_11_2021,Pedospumella sp. JBM19,,,,,,,,,,0.062134957
Pabay,29_11_2021,Minutocellus polymorphus.19,,,,,,,,,,0.062134957
Pabay,29_11_2021,invertebrate environmental sample.2,,,,,,,,,,0.062134957
Pabay,14_1_2022,Thalassiosira rotula.4,,,,,,,,,,0.062108587
