Unnamed: 0,Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,Notes on blades,Sample no,Total_Zooplankton,total reads,Total_Phytoplankton,taxa,abundance,sample_type,Kingdom,Phylum,Subphylum,Class,Subclass,Infraclass,Order,Family,Genus,Focal_sp
26556,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
27167,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
27778,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
28389,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
29000,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
29611,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
30222,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
30833,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
31444,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
32055,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
32666,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Aequorea sp. USNM IZ 1448486,0,eDNA,Animalia,Cnidaria,,Hydrozoa,,,Leptothecata,Aequoreidae,Aequorea,Yes
288,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
899,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
1510,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
2121,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
2732,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
3343,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
3954,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
4565,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
5176,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
5787,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
6398,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
7009,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
7620,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
8231,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
8842,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
9453,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
10064,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
10675,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
11286,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
11897,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
12508,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
13119,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
13730,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
14341,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
14952,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
15563,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
16174,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
16785,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
17396,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
18007,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
18618,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
19229,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
19840,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
20451,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Aglaophenia pluma...302,,eDNA,,,,,,,,,,No
21062,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Aglaophenia pluma...302,,eDNA,,,,,,,,,,No
21673,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Aglaophenia pluma...302,,eDNA,,,,,,,,,,No
22284,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
22895,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
23506,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
24117,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
24728,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
25339,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
25950,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
26561,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
27172,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
27783,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
28394,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
29005,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
29616,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
30227,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
30838,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
31449,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
32060,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Aglaophenia pluma...302,0.904230225,eDNA,,,,,,,,,,No
32671,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Aglaophenia pluma...302,0,eDNA,,,,,,,,,,No
325,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
936,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
1547,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
2158,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
2769,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
3380,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
3991,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
4602,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
5213,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
5824,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
6435,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
7046,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
7657,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
8268,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
8879,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
9490,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
10101,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
10712,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
11323,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
11934,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
12545,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
13156,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
13767,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
14378,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
14989,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
15600,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
16211,Saccharina,Pabay_22_5_22_3,Pabay,Mid,3,22_5_2022,22,5,2022,,16,21498,3883.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
16822,Saccharina,Pabay_25_2_22_1,Pabay,NE,1,25_2_2022,25,2,2022,2 blades,10,689,7907,13631,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
17433,Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,,10,993,12847.5,17328,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
18044,Saccharina,Pabay_25_2_22_3,Pabay,Mid,3,25_2_2022,25,2,2022,,10,855,6863.5,8548,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
18655,Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,,5,519,10058.75,1155,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
19266,Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,,5,678,4580,3697,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
19877,Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,,5,836,15537.5,2541,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
20488,Saccharina,Pabay_30_1_22_1,Pabay,NE,1,30_1_2022,30,1,2022,"one blade, clean",9,206,,,Aglaophenia pluma...339,,eDNA,,,,,,,,,,No
21099,Saccharina,Pabay_30_1_22_2,Pabay,NW,2,30_1_2022,30,1,2022,,9,825,,,Aglaophenia pluma...339,,eDNA,,,,,,,,,,No
21710,Saccharina,Pabay_30_1_22_3,Pabay,Mid,3,30_1_2022,30,1,2022,,9,380,,,Aglaophenia pluma...339,,eDNA,,,,,,,,,,No
22321,Saccharina,Pabay_30_10_21_1,Pabay,NE,1,30_10_2021,30,10,2021,,3,5131,491,4621,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
22932,Saccharina,Pabay_30_10_21_2,Pabay,NW,2,30_10_2021,30,10,2021,,3,3618,1226.5,7855,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
23543,Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,,3,3096,11803.5,3234,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
24154,Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,,17,11797,60441.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
24765,Saccharina,Pabay_30_6_22_2,Pabay,NW,2,30_6_2022,30,6,2022,,17,19190,1495,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
25376,Saccharina,Pabay_30_6_22_3,Pabay,Mid,3,30_6_2022,30,6,2022,,17,14882,21309,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
25987,Saccharina,Pabay_30_7_22_1,Pabay,NE,1,30_7_2022,30,7,2022,,19,6160,11825.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
26598,Saccharina,Pabay_30_7_22_2,Pabay,NW,2,30_7_2022,30,7,2022,,19,11883,22251,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
27209,Saccharina,Pabay_30_7_22_3,Pabay,Mid,3,30_7_2022,30,7,2022,,19,5119,39995,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
27820,Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,"clean, circle shape",15,13623,16931.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
28431,Saccharina,Pabay_7_5_22_2,Pabay,NW,2,7_5_2022,7,5,2022,clean,15,15613,9577.5,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
29042,Saccharina,Pabay_7_5_22_3,Pabay,Mid,3,7_5_2022,7,5,2022,clean,15,7591,12495,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
29653,Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,"2 blades:one whole one cut, clean",11,155,8453,,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
30264,Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,,11,849,3594.5,5083,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
30875,Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,,11,719,5686,8779,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
31486,Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,"5 blades, epibionts semmed to come from the rope",12,3181,18127.5,56141,Aglaophenia pluma...339,0.055164805,eDNA,,,,,,,,,,No
32097,Saccharina,Pabay_8_3_22_2,Pabay,NW,2,8_3_2022,8,3,2022,,12,5044,12718,30034,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
32708,Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,,12,6510,27323,72545,Aglaophenia pluma...339,0,eDNA,,,,,,,,,,No
285,Saccharina,Pabay_10_12_21_1,Pabay,NE,1,10_12_2021,10,12,2021,,6,178,1412.5,3928,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
896,Saccharina,Pabay_10_12_21_2,Pabay,NW,2,10_12_2021,10,12,2021,,6,462,1191.5,462,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
1507,Saccharina,Pabay_10_12_21_3,Pabay,Mid,3,10_12_2021,10,12,2021,,6,106,1414,5545,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
2118,Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,878,4566,146014,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
2729,Saccharina,Pabay_10_4_22_2,Pabay,NW,2,10_4_2022,10,4,2022,one plant?clean but fragmented in pieces,14,437,12291.5,110589,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
3340,Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,"one plant?clean but fragmented in pieces, base visible",14,1385,93132,110897,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
3951,Saccharina,Pabay_13_11_21_1,Pabay,NE,1,13_11_2021,13,11,2021,,4,3145,3404,2541,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
4562,Saccharina,Pabay_13_11_21_2,Pabay,NW,2,13_11_2021,13,11,2021,,4,2096,703,8548,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
5173,Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,,4,3412,48155.5,2772,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
5784,Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,6 blades,8,1038,9660.5,5545,Aglaophenia tubulifera...299,0.041405724,eDNA,,,,,,,,,,No
6395,Saccharina,Pabay_14_1_22_2,Pabay,NW,2,14_1_2022,14,1,2022,,8,1241,9564.5,3697,Aglaophenia tubulifera...299,1.076898949,eDNA,,,,,,,,,,No
7006,Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,,8,2568,9612.5,3466,Aglaophenia tubulifera...299,0.535760728,eDNA,,,,,,,,,,No
7617,Saccharina,Pabay_15_7_22_1,Pabay,NE,1,15_7_2022,15,7,2022,,18,17412,36823.5,,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
8228,Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,,18,15621,15381.5,,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
8839,Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,,18,22346,31703.5,,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
9450,Saccharina,Pabay_16_9_21_1,Pabay,NE,1,16_9_2021,16,9,2021,,2,23875,16711.5,24721,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
10061,Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,,2,19499,12941.5,23566,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
10672,Saccharina,Pabay_16_9_21_3,Pabay,Mid,3,16_9_2021,16,9,2021,,2,16679,6499,24490,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
11283,Saccharina,Pabay_21_12_21_1,Pabay,NE,1,21_12_2021,21,12,2021,,7,685,598.5,1617,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
11894,Saccharina,Pabay_21_12_21_2,Pabay,NW,2,21_12_2021,21,12,2021,,7,766,624,3466,Aglaophenia tubulifera...299,0.480769231,eDNA,,,,,,,,,,No
12505,Saccharina,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,,7,369,7662.5,2079,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
13116,Saccharina,Pabay_21_3_22_1,Pabay,NE,1,21_3_2022,21,3,2022,3 blades,13,2659,1093,1797448,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
13727,Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,8 blades,13,6065,2658,1409772,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
14338,Saccharina,Pabay_21_3_22_3,Pabay,Mid,3,21_3_2022,21,3,2022,5 blades,13,5050,2908.5,1739690,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
14949,Saccharina,Pabay_22_5_22_1,Pabay,NE,1,22_5_2022,22,5,2022,,16,18066,5717,,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
15560,Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,,16,16045,46114.5,,Aglaophenia tubulifera...299,0,eDNA,,,,,,,,,,No
