Seaweed,Sample_code,Site,Location,Station_no,Date,Day,Month,Year,sample_type,Total_reads,Species,Kingdom,Phylum,Class,Order,Family,Genus,Species_full,Abundance,group_precise
Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,reads,18127.5,Celleporella hyalina.1,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,Celleporella hyalina,0.264791063,Bryozoa
Alaria,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,reads,27323,Celleporella hyalina,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,Celleporella hyalina,0.018299601,Bryozoa
Saccharina,Pabay_8_3_22_3,Pabay,Mid,3,8_3_2022,8,3,2022,reads,27323,Celleporella hyalina,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Hippothoidae,Celleporella,Celleporella hyalina,0.018299601,Bryozoa
Alaria,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.094489542,Copepoda
Alaria,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Peltidiidae sp. 10PROBE-19037,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Peltidiidae,Peltidiidae sp. 10PROBE-19037,0.150324271,Copepoda
Alaria,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp..2,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.035433578,Copepoda
Alaria,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp..4,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.04939226,Copepoda
Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.094489542,Copepoda
Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Peltidiidae sp. 10PROBE-19037,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Peltidiidae,Peltidiidae,Peltidiidae sp. 10PROBE-19037,0.150324271,Copepoda
Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp..2,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.035433578,Copepoda
Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Temora sp..4,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.04939226,Copepoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.065413089,Copepoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Temora sp..3,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.053991756,Copepoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Harpacticus flexus,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus flexus,0.026995878,Copepoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.065413089,Copepoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Temora sp..3,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.053991756,Copepoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Harpacticus flexus,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus flexus,0.026995878,Copepoda
Alaria,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.031054293,Copepoda
Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.031054293,Copepoda
Alaria,Pabay_14_1_22_2,Pabay ,NW,2,14_1_2022,14,1,2022,reads,9564.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.381619531,Copepoda
Saccharina,Pabay_14_1_22_2,Pabay ,NW,2,14_1_2022,14,1,2022,reads,9564.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.381619531,Copepoda
Alaria,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.205461638,Copepoda
Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.205461638,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,21.91268732,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.1,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.162532913,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.2,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.065013165,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.3,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.061762507,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.4,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.052010532,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.5,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.048759874,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.6,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.039007899,Copepoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.7,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.032506583,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,21.91268732,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.1,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.162532913,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.2,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.065013165,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.3,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.061762507,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.4,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.052010532,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.5,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.048759874,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.6,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.039007899,Copepoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Paracalanus parvus.7,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.032506583,Copepoda
Alaria,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,reads,12941.5,Paracalanus parvus,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.115906193,Copepoda
Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,reads,12941.5,Paracalanus parvus,Animalia,Arthropoda,Hexanauplia,Calanoida,Paracalanidae,Paracalanus,Paracalanus parvus,0.115906193,Copepoda
Alaria,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,reads,2658,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,2.445447705,Copepoda
Saccharina,Pabay_21_3_22_2,Pabay,NW,2,21_3_2022,21,3,2022,reads,2658,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,2.445447705,Copepoda
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Pseudocalanus elongatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Pseudocalanidae,Pseudocalanus,Pseudocalanus elongatus,0.206008956,Copepoda
Alaria,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Temora sp..1,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.103004478,Copepoda
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Pseudocalanus elongatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Pseudocalanidae,Pseudocalanus,Pseudocalanus elongatus,0.206008956,Copepoda
Saccharina,Pabay_22_5_22_2,Pabay,NW,2,22_5_2022,22,5,2022,reads,46114.5,Temora sp..1,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.103004478,Copepoda
Alaria,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.416423429,Copepoda
Saccharina,Pabay_25_2_22_2,Pabay,NW,2,25_2_2022,25,2,2022,reads,12847.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.416423429,Copepoda
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.541816826,Copepoda
Alaria,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Centropages hamatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages hamatus,0.037280974,Copepoda
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.541816826,Copepoda
Saccharina,Pabay_29_11_21_1,Pabay,NE,1,29_11_2021,29,11,2021,reads,10058.75,Centropages hamatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages hamatus,0.037280974,Copepoda
Alaria,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.895196507,Copepoda
Saccharina,Pabay_29_11_21_2,Pabay,NW,2,29_11_2021,29,11,2021,reads,4580,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.895196507,Copepoda
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.437650845,Copepoda
Alaria,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Centropages hamatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages hamatus,0.048270314,Copepoda
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.437650845,Copepoda
Saccharina,Pabay_29_11_21_3,Pabay,Mid,3,29_11_2021,29,11,2021,reads,15537.5,Centropages hamatus,Animalia,Arthropoda,Hexanauplia,Calanoida,Centropagidae,Centropages,Centropages hamatus,0.048270314,Copepoda
Alaria,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,reads,11803.5,Oithona nana,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona nana,0.097428729,Copepoda
Saccharina,Pabay_30_10_21_3,Pabay,Mid,3,30_10_2021,30,10,2021,reads,11803.5,Oithona nana,Animalia,Arthropoda,Hexanauplia,Cyclopoida,Oithonidae,Oithona,Oithona nana,0.097428729,Copepoda
Alaria,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.023990139,Copepoda
Alaria,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Temora sp..2,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.032262601,Copepoda
Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.023990139,Copepoda
Saccharina,Pabay_30_6_22_1,Pabay,NE,1,30_6_2022,30,6,2022,reads,60441.5,Temora sp..2,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.032262601,Copepoda
Alaria,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Ectinosomatidae sp. SR-2019,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosomatidae,Ectinosomatidae sp. SR-2019,0.076779966,Copepoda
Saccharina,Pabay_7_5_22_1,Pabay,NE,1,7_5_2022,7,5,2022,reads,16931.5,Ectinosomatidae sp. SR-2019,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Ectinosomatidae,Ectinosomatidae,Ectinosomatidae sp. SR-2019,0.076779966,Copepoda
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.023660239,Copepoda
Alaria,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Harpacticus flexus.1,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus flexus,0.112386135,Copepoda
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.023660239,Copepoda
Saccharina,Pabay_8_2_22_1,Pabay,NE,1,8_2_2022,8,2,2022,reads,8453,Harpacticus flexus.1,Animalia,Arthropoda,Hexanauplia,Harpacticoida,Harpacticidae,Harpacticus,Harpacticus flexus,0.112386135,Copepoda
Alaria,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.111281124,Copepoda
Saccharina,Pabay_8_2_22_2,Pabay,NW,2,8_2_2022,8,2,2022,reads,3594.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.111281124,Copepoda
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Temora sp..5,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.061554696,Copepoda
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Temora sp..7,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.035174112,Copepoda
Alaria,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Paraeuchaeta sp. KJ753,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta sp. KJ753,0.017587056,Copepoda
Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Temora sp..5,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.061554696,Copepoda
Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Temora sp..7,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.035174112,Copepoda
Saccharina,Pabay_8_2_22_3,Pabay,Mid,3,8_2_2022,8,2,2022,reads,5686,Paraeuchaeta sp. KJ753,Animalia,Arthropoda,Hexanauplia,Calanoida,Euchaetidae,Paraeuchaeta,Paraeuchaeta sp. KJ753,0.017587056,Copepoda
Alaria,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,reads,18127.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,1.177768584,Copepoda
Saccharina,Pabay_8_3_22_1,Pabay,NE,1,8_3_2022,8,3,2022,reads,18127.5,Temora sp.,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,1.177768584,Copepoda
Alaria,Scalpay_21_12_21_1,Scalpay,SW,1,21_12_2021,21,12,2021,reads,1740,Temora sp..6,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.229885057,Copepoda
Saccharina,Scalpay_21_12_21_1,Scalpay,SW,1,21_12_2021,21,12,2021,reads,1740,Temora sp..6,Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,Temora sp.,0.229885057,Copepoda
Alaria,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,reads,4566,Placida dendritica.1,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Placida,Placida dendritica,0.17520806,Gastropoda
Saccharina,Pabay_10_4_22_1,Pabay,NE,1,10_4_2022,10,4,2022,reads,4566,Placida dendritica.1,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Placida,Placida dendritica,0.17520806,Gastropoda
Alaria,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Doto coronata,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Doto coronata,0.279173646,Gastropoda
Saccharina,Pabay_10_4_22_3,Pabay,Mid,3,10_4_2022,10,4,2022,reads,93132,Doto coronata,Animalia,Mollusca,Gastropoda,Nudibranchia,Dotidae,Doto,Doto coronata,0.279173646,Gastropoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Rissoa guernei,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa guernei,0.106945209,Gastropoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Rissoa guernei.1,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa guernei,0.079949331,Gastropoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Limapontia capitata,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Limapontia,Limapontia capitata,0.068527998,Gastropoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Peringia ulvae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Peringia ulvae,0.029072484,Gastropoda
Alaria,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Stenophysa marmorata,Animalia,Mollusca,Gastropoda,Hygrophila,Physidae,Stenophysa,Stenophysa marmorata,0.026995878,Gastropoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Rissoa guernei,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa guernei,0.106945209,Gastropoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Rissoa guernei.1,Animalia,Mollusca,Gastropoda,Littorinimorpha,Rissoidae,Rissoa,Rissoa guernei,0.079949331,Gastropoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Limapontia capitata,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Limapontia,Limapontia capitata,0.068527998,Gastropoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Peringia ulvae,Animalia,Mollusca,Gastropoda,Littorinimorpha,Hydrobiidae,Peringia,Peringia ulvae,0.029072484,Gastropoda
Saccharina,Pabay_13_11_21_3,Pabay,Mid,3,13_11_2021,13,11,2021,reads,48155.5,Stenophysa marmorata,Animalia,Mollusca,Gastropoda,Hygrophila,Physidae,Stenophysa,Stenophysa marmorata,0.026995878,Gastropoda
Alaria,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Sconsia sp. MNHN-IM-2013-61442,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Sconsia,Sconsia sp. MNHN-IM-2013-61442,0.025878578,Gastropoda
Alaria,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Megalovalvata piligera,Animalia,Mollusca,Gastropoda,Littorinimorpha,Valvatidae,Megalovalvata,Megalovalvata piligera,0.015527147,Gastropoda
Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Sconsia sp. MNHN-IM-2013-61442,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Sconsia,Sconsia sp. MNHN-IM-2013-61442,0.025878578,Gastropoda
Saccharina,Pabay_14_1_22_1,Pabay,NE,1,14_1_2022,14,1,2022,reads,9660.5,Megalovalvata piligera,Animalia,Mollusca,Gastropoda,Littorinimorpha,Valvatidae,Megalovalvata,Megalovalvata piligera,0.015527147,Gastropoda
Alaria,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Sconsia sp. MNHN-IM-2013-61442,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Sconsia,Sconsia sp. MNHN-IM-2013-61442,0.013003901,Gastropoda
Alaria,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Megalovalvata piligera,Animalia,Mollusca,Gastropoda,Littorinimorpha,Valvatidae,Megalovalvata,Megalovalvata piligera,0.015604681,Gastropoda
Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Sconsia sp. MNHN-IM-2013-61442,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cassidae,Sconsia,Sconsia sp. MNHN-IM-2013-61442,0.013003901,Gastropoda
Saccharina,Pabay_14_1_22_3,Pabay,Mid,3,14_1_2022,14,1,2022,reads,9612.5,Megalovalvata piligera,Animalia,Mollusca,Gastropoda,Littorinimorpha,Valvatidae,Megalovalvata,Megalovalvata piligera,0.015604681,Gastropoda
Alaria,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Antarctoneptunea aurora,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Antarctoneptunea,Antarctoneptunea aurora,0.068263823,Gastropoda
Saccharina,Pabay_15_7_22_2,Pabay,NW,2,15_7_2022,15,7,2022,reads,15381.5,Antarctoneptunea aurora,Animalia,Mollusca,Gastropoda,Neogastropoda,Buccinidae,Antarctoneptunea,Antarctoneptunea aurora,0.068263823,Gastropoda
Alaria,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,reads,31703.5,Siphonaria pectinata,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,Siphonaria pectinata,0.097781002,Gastropoda
Alaria,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,reads,31703.5,Bulinus nasutus,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,Bulinus,Bulinus nasutus,0.006308452,Gastropoda
Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,reads,31703.5,Siphonaria pectinata,Animalia,Mollusca,Gastropoda,Siphonariida,Siphonariidae,Siphonaria,Siphonaria pectinata,0.097781002,Gastropoda
Saccharina,Pabay_15_7_22_3,Pabay,Mid,3,15_7_2022,15,7,2022,reads,31703.5,Bulinus nasutus,Animalia,Mollusca,Gastropoda,Hygrophila,Planorbidae,Bulinus,Bulinus nasutus,0.006308452,Gastropoda
Alaria,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,reads,12941.5,Steromphala cineraria,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria,0.583394506,Gastropoda
Saccharina,Pabay_16_9_21_2,Pabay,NW,2,16_9_2021,16,9,2021,reads,12941.5,Steromphala cineraria,Animalia,Mollusca,Gastropoda,Trochida,Trochidae,Steromphala,Steromphala cineraria,0.583394506,Gastropoda
Alaria,Pabay_21_12_21_3,Pabay,Mid,3,21_12_2021,21,12,2021,reads,7662.5,Ercolania sp. KH-2011.1,Animalia,Mollusca,Gastropoda,Sacoglossa,Limapontiidae,Ercolania,Ercolania sp. KH-2011,0.019575856,Gastropoda
